yORF	gene name	GFP tagged?	GFP visualized?	abundance	
YLL054C		tagged	visualized	339	
YBR225W		tagged	visualized	623	
YJR129C		tagged	visualized	1550	
YKL086W		tagged	visualized	538	
YDR319C		tagged	visualized	low signal	
YLR149C		tagged	visualized	low signal	
YPR127W		tagged	visualized	2190	
YPR091C		tagged	visualized	861	
YNL022C		tagged	visualized	922	
YCR051W		tagged	visualized	784	
YLR064W		tagged	visualized	2240	
YLR145W		tagged	visualized	556	
YDR003W		tagged	visualized	1230	
YLR324W		tagged	visualized	4570	
YPR116W		tagged	visualized	2140	
YPL206C		tagged	visualized	3270	
YMR030W		tagged	visualized	not visualized	
YEL043W		tagged	visualized	149	
YNR047W		tagged	visualized	752	
YOR352W		tagged	visualized	3510	
YJL062W-A		tagged	visualized	2530	
YGR026W		tagged	visualized	technical problem	
YGR272C		tagged	visualized	not visualized	
YPR098C		tagged	visualized	752	
YDR210W		tagged	visualized	13100	
YGR046W		tagged	visualized	195	
YJL084C		tagged	visualized	49.2	
YKR096W		tagged	visualized	195	
YKL215C		tagged	visualized	3180	
YER152C		tagged	visualized	1390	
YOL150C		tagged	visualized	not visualized	
YJL016W		tagged	visualized	3360	
YKL206C		tagged	visualized	2940	
YGR111W		tagged	visualized	768	
YDL203C		tagged	visualized	98.9	
YPL260W		tagged	visualized	technical problem	
YPR148C		tagged	visualized	low signal	
YDL091C		tagged	visualized	233	
YLR218C		tagged	visualized	907	
YDR316W		tagged	visualized	504	
YDR266C		tagged	visualized	1910	
YBL104C		tagged	visualized	184	
YOR227W		tagged	visualized	195	
YNL129W		tagged	visualized	1460	
YNL213C		tagged	visualized	1160	
YPL071C		tagged	visualized	low signal	
YLR118C		tagged	visualized	1480	
YER053C-A		tagged	visualized	2360	
YOR220W		tagged	visualized	967	
YGR271C-A		tagged	visualized	2840	
YHL018W		tagged	visualized	752	
YKR065C		tagged	visualized	3000	
YLR050C		tagged	visualized	358	
YER007C-A		tagged	visualized	4220	
YNL311C		tagged	visualized	432	
YML125C		tagged	visualized	29000	
YMR226C		tagged	visualized	3210	
YLR343W		tagged	visualized	not visualized	
YBR271W		tagged	visualized	217	
YOR238W		tagged	visualized	892	
YIL091C		tagged	visualized	172	
YJR080C		tagged	visualized	2290	
YOR385W		tagged	visualized	504	
YOR129C		tagged	visualized	768	
YER079W		tagged	visualized	1890	
YDR128W		tagged	visualized	556	
YBR047W		tagged	visualized	2160	
YLL014W		tagged	visualized	low signal	
YNL181W		tagged	visualized	13900	
YNL024C		tagged	visualized	1760	
YIL083C		tagged	visualized	3170	
YLR327C		tagged	visualized	504	
YMR098C		tagged	visualized	2430	
YKR023W		tagged	visualized	1710	
YOR084W		tagged	visualized	2350	
YHL021C		tagged	visualized	5800	
YDR370C		tagged	visualized	1040	
YOL111C		tagged	visualized	6510	
YER080W		tagged	visualized	8200	
YGL010W		tagged	visualized	486	
YNR040W		tagged	visualized	1140	
YNL086W		tagged	visualized	195	
YGL082W		tagged	visualized	7620	
YDR221W		tagged	visualized	9760	
YOR131C		tagged	visualized	396	
YNL227C		tagged	visualized	2310	
YGR250C		tagged	visualized	1910	
YHL017W		tagged	visualized	14600	
YKL033W		tagged	visualized	721	
YGR203W		tagged	visualized	2310	
YOR091W		tagged	visualized	4220	
YDR056C		tagged	visualized	1600	
YBL029W		tagged	visualized	low signal	
YOR179C		tagged	visualized	1430	
YBL028C		tagged	visualized	6210	
YPR090W		tagged	visualized	3690	
YJR056C		tagged	visualized	1890	
YDR458C		tagged	visualized	1250	
YJR146W		tagged	visualized	952	
YAL027W		tagged	visualized	1170	
YNL108C		tagged	visualized	1950	
YFL046W		tagged	visualized	low signal	
YOL101C		tagged	visualized	technical problem	
YNR024W		tagged	visualized	1350	
YNL326C		tagged	visualized	2130	
YOR052C		tagged	visualized	9520	
YDR352W		tagged	visualized	6350	
YJR149W		tagged	visualized	172	
YPL014W		tagged	visualized	technical problem	
YPR097W		tagged	visualized	3080	
YBL055C		tagged	visualized	1460	
YKL027W		tagged	visualized	1170	
YBR269C		tagged	visualized	not visualized	
YLR422W		tagged	visualized	238	
YGR081C		tagged	visualized	3670	
YMR196W		tagged	visualized	2220	
YIL019W		tagged	visualized	not visualized	
YIL057C		tagged	visualized	5530	
YDR332W		tagged	visualized	172	
YNL200C		tagged	visualized	1380	
YGR206W		tagged	visualized	752	
YMR209C		tagged	visualized	981	
YLR073C		tagged	visualized	377	
YJL021C		tagged	visualized	2610	
YFL034W		tagged	visualized	1110	
YLR345W		tagged	visualized	3380	
YKR079C		tagged	visualized	2710	
YNR014W		tagged	visualized	2360	
YNL149C		tagged	visualized	not visualized	
YJR024C		tagged	visualized	952	
YFR016C		tagged	visualized	704	
YPL009C		tagged	visualized	7700	
YOR271C		tagged	visualized	9290	
YCR079W		tagged	visualized	432	
YNL143C		tagged	visualized	238	
YPL146C		tagged	visualized	1600	
YLR177W		tagged	visualized	1550	
YKR016W		tagged	visualized	5730	
YER030W		tagged	visualized	623	
YKR027W		tagged	visualized	2540	
YPR011C		tagged	visualized	not visualized	
YJL200C		tagged	visualized	4670	
YOR302W		tagged	visualized	not visualized	
YDR079C-A		tagged	visualized	technical problem	
YOL047C		tagged	visualized	155	
YLR003C		tagged	visualized	1200	
YLR253W		tagged	visualized	1600	
YLR022C		tagged	visualized	5060	
YGR031W		tagged	visualized	7400	
YDL193W		tagged	visualized	not visualized	
YIL090W		tagged	visualized	606	
YBR005W		tagged	visualized	not visualized	
YML018C		tagged	visualized	2010	
YDL152W		tagged	visualized	not visualized	
YDL157C		tagged	visualized	752	
YHR113W		tagged	visualized	172	
YIL157C		tagged	visualized	1680	
YIL042C		tagged	visualized	4220	
YKR103W		tagged	visualized	low signal	
YKL075C		tagged	visualized	98.9	
YKR045C		tagged	visualized	low signal	
YNL234W		tagged	visualized	195	
YDR119W		tagged	visualized	not visualized	
YLR356W		tagged	visualized	low signal	
YDR049W		tagged	visualized	3930	
YIL039W		tagged	visualized	1070	
YDR262W		tagged	visualized	4850	
YFR041C		tagged	visualized	not visualized	
YDL033C		tagged	visualized	1510	
YCR087C-A		tagged	visualized	3430	
YBR139W		tagged	visualized	1420	
YER139C		tagged	visualized	5480	
YHR198C		tagged	visualized	1350	
YOL032W		tagged	visualized	1910	
YNL211C		tagged	visualized	low signal	
YDR492W		tagged	visualized	technical problem	
YJL171C		tagged	visualized	5530	
YBL059C-A		tagged	visualized	279	
YHL026C		tagged	visualized	830	
YDR250C		tagged	visualized	low signal	
YGR251W		tagged	visualized	1460	
YOR175C		tagged	visualized	technical problem	
YGL085W		tagged	visualized	704	
YPL005W		tagged	visualized	1760	
YDR063W		tagged	visualized	3040	
YLR301W		tagged	visualized	15400	
YBR239C		tagged	visualized	85.5	
YMR244C-A		tagged	visualized	721	
YLR108C		tagged	visualized	189	
YKR089C		tagged	visualized	195	
YOL134C		tagged	visualized	not visualized	
YLL055W		tagged	visualized	not visualized	
YGR004W		tagged	visualized	238	
YGR052W		tagged	visualized	339	
YDR115W		tagged	visualized	195	
YIR035C		tagged	visualized	2370	
YDR531W		tagged	visualized	6190	
YOR062C		tagged	visualized	2010	
YCR023C		tagged	visualized	low signal	
YLR254C		tagged	visualized	1540	
YPR003C		tagged	visualized	low signal	
YJR013W		tagged	visualized	low signal	
YPR063C		tagged	visualized	2140	
YLL012W		tagged	visualized	7770	
YPR143W		tagged	visualized	6200	
YPR140W		tagged	visualized	1340	
YHR155W		tagged	visualized	1170	
YGL046W		tagged	visualized	3040	
YER034W		tagged	visualized	1100	
YNL095C		tagged	visualized	low signal	
YGR017W		tagged	visualized	2840	
YER071C		tagged	visualized	799	
YNL162W-A		tagged	visualized	396	
YCR060W		tagged	visualized	1660	
YBL095W		tagged	visualized	704	
YBR255W		tagged	visualized	396	
YMR002W		tagged	visualized	6960	
YMR124W		tagged	visualized	166	
YEL008W		tagged	visualized	low signal	
YGR235C		tagged	visualized	5220	
YJR119C		tagged	visualized	290	
YDR089W		tagged	visualized	172	
YGL068W		tagged	visualized	6940	
YHR149C		tagged	visualized	1550	
YBR262C		tagged	visualized	2550	
YBR071W		tagged	visualized	1200	
YDR365C		tagged	visualized	656	
YGR071C		tagged	visualized	1050	
YOR152C		tagged	visualized	1890	
YDL121C		tagged	visualized	3260	
YNL035C		tagged	visualized	3970	
YLR211C		tagged	visualized	technical problem	
YOR262W		tagged	visualized	9230	
YCL044C		tagged	visualized	3410	
YGR043C		tagged	visualized	1920	
YPL247C		tagged	visualized	799	
YJR041C		tagged	visualized	1660	
YOR283W		tagged	visualized	8300	
YOR073W		tagged	visualized	low signal	
YBR230C		tagged	visualized	4750	
YAL061W		tagged	visualized	3090	
YPL068C		tagged	visualized	technical problem	
YNL190W		tagged	visualized	1380	
YML107C		tagged	visualized	2210	
YGL039W		tagged	visualized	2340	
YPL199C		tagged	visualized	2130	
YLR199C		tagged	visualized	1350	
YPR152C		tagged	visualized	1310	
YGR058W		tagged	visualized	1630	
YGR277C		tagged	visualized	3610	
YDL010W		tagged	visualized	1640	
YEL006W		tagged	visualized	1630	
YDR090C		tagged	visualized	low signal	
YNL254C		tagged	visualized	799	
YIR007W		tagged	visualized	1070	
YDL053C		tagged	visualized	1560	
YLR201C		tagged	visualized	3420	
YOR154W		tagged	visualized	3250	
YGL220W		tagged	visualized	2050	
YAR028W		tagged	visualized	1840	
YIL110W		tagged	visualized	not visualized	
YDR061W		tagged	visualized	1580	
YER077C		tagged	visualized	432	
YCR095C		tagged	visualized	5370	
YDR131C		tagged	visualized	not visualized	
YNL119W		tagged	visualized	2860	
YDR193W		tagged	visualized	not visualized	
YNL224C		tagged	visualized	1440	
YNL115C		tagged	visualized	not visualized	
YLR297W		tagged	visualized	922	
YDR330W		tagged	visualized	6630	
YGL140C		tagged	visualized	1080	
YBL059W		tagged	visualized	623	
YLR440C		tagged	visualized	1840	
YKR078W		tagged	visualized	1270	
YIL077C		tagged	visualized	922	
YDL211C		tagged	visualized	3360	
YIL087C		tagged	visualized	not visualized	
YNL116W		tagged	visualized	1750	
YNL083W		tagged	visualized	1170	
YDR533C		tagged	visualized	358	
YOR228C		tagged	visualized	not visualized	
YNL217W		tagged	visualized	low signal	
YDR070C		tagged	visualized	937	
YGR122W		tagged	visualized	technical problem	
YLR143W		tagged	visualized	2270	
YPL245W		tagged	visualized	1130	
YIL161W		tagged	visualized	1230	
YOR214C		tagged	visualized	technical problem	
YJL065C		tagged	visualized	3390	
YKL105C		tagged	visualized	538	
YIR003W		tagged	visualized	450	
YDR219C		tagged	visualized	1360	
YHR116W		tagged	visualized	1360	
YDR071C		tagged	visualized	8680	
YDL233W		tagged	visualized	1010	
YBL111C		tagged	visualized	279	
YIL103W		tagged	visualized	2530	
YHR131C		tagged	visualized	172	
YKL162C		tagged	visualized	1100	
YKR074W		tagged	visualized	1230	
YGR237C		tagged	visualized	1050	
YLR404W		tagged	visualized	846	
YOR022C		tagged	visualized	736	
YHR083W		tagged	visualized	1470	
YMR252C		tagged	visualized	172	
YJR154W		tagged	visualized	1600	
YER064C		tagged	visualized	1730	
YPR118W		tagged	visualized	922	
YEL020C		tagged	visualized	not visualized	
YOR006C		tagged	visualized	3610	
YJR096W		tagged	visualized	6960	
YHR034C		tagged	visualized	2610	
YNL305C		tagged	visualized	not visualized	
YEL014C		tagged	visualized	not visualized	
YMR163C		tagged	visualized	736	
YNR054C		tagged	visualized	12800	
YPR125W		tagged	visualized	11300	
YER140W		tagged	visualized	not visualized	
YOL087C		tagged	visualized	589	
YNL040W		tagged	visualized	1470	
YJL161W		tagged	visualized	low signal	
YKR022C		tagged	visualized	892	
YGL057C		tagged	visualized	low signal	
YLR281C		tagged	visualized	technical problem	
YJL107C		tagged	visualized	1480	
YLR225C		tagged	visualized	3990	
YKL071W		tagged	visualized	not visualized	
YDL156W		tagged	visualized	3810	
YPL137C		tagged	visualized	656	
YPR115W		tagged	visualized	300	
YEL073C		tagged	visualized	not visualized	
YGR001C		tagged	visualized	3060	
YDR514C		tagged	visualized	125	
YJL048C		tagged	visualized	1340	
YBR197C		tagged	visualized	1360	
YGL232W		tagged	visualized	2630	
YLR407W		tagged	visualized	3140	
YLR072W		tagged	visualized	672	
YPL105C		tagged	visualized	830	
YPL067C		tagged	visualized	1470	
YNL136W		tagged	visualized	300	
YJL144W		tagged	visualized	149	
YMR259C		tagged	visualized	7110	
YLR392C		tagged	visualized	736	
YDL085C-A		tagged	visualized	876	
YHL029C		tagged	visualized	12500	
YHR122W		tagged	visualized	1800	
YBR100W		tagged	visualized	low signal	
YNL058C		tagged	visualized	low signal	
YDL063C		tagged	visualized	2600	
YMR122W-A		tagged	visualized	49500	
YDR222W		tagged	visualized	1010	
YPL107W		tagged	visualized	2100	
YGL101W		tagged	visualized	1500	
YJR003C		tagged	visualized	3280	
YKR018C		tagged	visualized	1770	
YNL010W		tagged	visualized	12600	
YER134C		tagged	visualized	6190	
YLR413W		tagged	visualized	4280	
YCR043C		tagged	visualized	4240	
YLR023C		tagged	visualized	not visualized	
YDR307W		tagged	visualized	technical problem	
YJL097W		tagged	visualized	technical problem	
YOR315W		tagged	visualized	low signal	
YMR086W		tagged	visualized	low signal	
YJR008W		tagged	visualized	339	
YJL070C		tagged	visualized	1100	
YPL144W		tagged	visualized	2210	
YDR520C		tagged	visualized	937	
YLR414C		tagged	visualized	1660	
YMR010W		tagged	visualized	937	
YLR063W		tagged	visualized	technical problem	
YLR271W		tagged	visualized	1470	
YOR292C		tagged	visualized	not visualized	
YJR136C		tagged	visualized	1470	
YFR044C		tagged	visualized	22300	
YFL006W		tagged	visualized	1500	
YOR246C		tagged	visualized	967	
YNL122C		tagged	visualized	low signal	
YKR043C		tagged	visualized	11500	
YKL222C		tagged	visualized	low signal	
YKL056C		tagged	visualized	27800	
YOR305W		tagged	visualized	1420	
YHR192W		tagged	visualized	3390	
YNL198C		tagged	visualized	not visualized	
YMR111C		tagged	visualized	238	
YMR144W		tagged	visualized	2120	
YBR235W		tagged	visualized	low signal	
YER004W		tagged	visualized	1340	
YGR266W		tagged	visualized	3230	
YEL001C		tagged	visualized	7110	
YKR007W		tagged	visualized	2740	
YLR364W		tagged	visualized	573	
YDR066C		tagged	visualized	1050	
YKL014C		tagged	visualized	5890	
YBL046W		tagged	visualized	1010	
YMR074C		tagged	visualized	2550	
YKR100C		tagged	visualized	technical problem	
YCR061W		tagged	visualized	not visualized	
YPR045C		tagged	visualized	3360	
YBR094W		tagged	visualized	1770	
YMR221C		tagged	visualized	not visualized	
YDL025C		tagged	visualized	861	
YNL123W		tagged	visualized	3150	
YBR259W		tagged	visualized	low signal	
YNR018W		tagged	visualized	12000	
YKL088W		tagged	visualized	2940	
YMR099C		tagged	visualized	8580	
YMR166C		tagged	visualized	2060	
YPL141C		tagged	visualized	556	
YER182W		tagged	visualized	1920	
YNL176C		tagged	visualized	not visualized	
YIL067C		tagged	visualized	not visualized	
YNR034W-A		tagged	visualized	2820	
YLL023C		tagged	visualized	1680	
YGR033C		tagged	visualized	3770	
YDR412W		tagged	visualized	2950	
YLR412W		tagged	visualized	6490	
YER078C		tagged	visualized	5080	
YMR293C		tagged	visualized	486	
YML131W		tagged	visualized	low signal	
YGR130C		tagged	visualized	10300	
YNL247W		tagged	visualized	23000	
YJR088C		tagged	visualized	5740	
YOL057W		tagged	visualized	3260	
YHR132W-A		tagged	visualized	1400	
YOL098C		tagged	visualized	8120	
YKL063C		tagged	visualized	2190	
YMR160W		tagged	visualized	279	
YDR111C		tagged	visualized	3480	
YML005W		tagged	visualized	656	
YKR041W		tagged	visualized	217	
YBR014C		tagged	visualized	not visualized	
YBR007C		tagged	visualized	377	
YKL069W		tagged	visualized	2610	
YDR267C		tagged	visualized	5640	
YOL124C		tagged	visualized	2020	
YHR182W		tagged	visualized	1720	
YMR148W		tagged	visualized	922	
YJL018W		tagged	visualized	4510	
YMR067C		tagged	visualized	3570	
YKL047W		tagged	visualized	2550	
YLR020C		tagged	visualized	1630	
YDL124W		tagged	visualized	4030	
YDR338C		tagged	visualized	195	
YOR356W		tagged	visualized	3320	
YBR161W		tagged	visualized	195	
YNL146W		tagged	visualized	not visualized	
YOR059C		tagged	visualized	1210	
YHR097C		tagged	visualized	technical problem	
YIL096C		tagged	visualized	2960	
YNR061C		tagged	visualized	339	
YNR009W		tagged	visualized	2880	
YGR150C		tagged	visualized	876	
YGL108C		tagged	visualized	2430	
YIL151C		tagged	visualized	504	
YKL018C-A		tagged	visualized	358	
YHR202W		tagged	visualized	not visualized	
YMR184W		tagged	visualized	1270	
YOR342C		tagged	visualized	1360	
YGR151C		tagged	visualized	not visualized	
YML108W		tagged	visualized	2610	
YLR363W-A		tagged	visualized	6650	
YDR034W-B		tagged	visualized	861	
YCR016W		tagged	visualized	1850	
YMR102C		tagged	visualized	538	
YMR114C		tagged	visualized	low signal	
YDR170W-A		tagged	visualized	2910	
YHL039W		tagged	visualized	5170	
YOR251C		tagged	visualized	5770	
YOL107W		tagged	visualized	1630	
YOL138C		tagged	visualized	606	
YJL122W		tagged	visualized	4780	
YLL029W		tagged	visualized	3240	
YBR242W		tagged	visualized	2730	
YOR199W		tagged	visualized	low signal	
YLR424W		tagged	visualized	556	
YBL060W		tagged	visualized	low signal	
YOL070C		tagged	visualized	1620	
YNL310C		tagged	visualized	1520	
YBR168W		tagged	visualized	technical problem	
YHR162W		tagged	visualized	3410	
YPL162C		tagged	visualized	1440	
YCL005W		tagged	visualized	149	
YGR126W		tagged	visualized	not visualized	
YDL144C		tagged	visualized	5170	
YPL207W		tagged	visualized	5410	
YER156C		tagged	visualized	6080	
YIR036C		tagged	visualized	1620	
YMR178W		tagged	visualized	3890	
YOR044W		tagged	visualized	4280	
YGR263C		tagged	visualized	technical problem	
YKR087C		tagged	visualized	technical problem	
YPL208W		tagged	visualized	4800	
YLR036C		tagged	visualized	967	
YIL137C		tagged	visualized	5110	
YNL191W		tagged	visualized	7300	
YLL032C		tagged	visualized	922	
YLR346C		tagged	visualized	low signal	
YER163C		tagged	visualized	1300	
YNL155W		tagged	visualized	4280	
YOR086C		tagged	visualized	6140	
YML037C		tagged	visualized	815	
YGR210C		tagged	visualized	11600	
YPL109C		tagged	visualized	2470	
YPR114W		tagged	visualized	1920	
YLR042C		tagged	visualized	not visualized	
YNL157W		tagged	visualized	low signal	
YNL194C		tagged	visualized	not visualized	
YLR326W		tagged	visualized	1520	
YBR241C		tagged	visualized	technical problem	
YOR205C		tagged	visualized	937	
YER113C		tagged	visualized	low signal	
YMR003W		tagged	visualized	2820	
YBR187W		tagged	visualized	2170	
YNL158W		tagged	visualized	6940	
YDL027C		tagged	visualized	450	
YPL066W		tagged	visualized	396	
YOL022C		tagged	visualized	125	
YBL086C		tagged	visualized	396	
YMR157C		tagged	visualized	1710	
YBR281C		tagged	visualized	1940	
YDR391C		tagged	visualized	6020	
YDR437W		tagged	visualized	752	
YNR046W		tagged	visualized	4800	
YDR444W		tagged	visualized	2070	
YLR408C		tagged	visualized	468	
YJL068C		tagged	visualized	1750	
YHR115C		tagged	visualized	2790	
YML072C		tagged	visualized	4280	
YLR193C		tagged	visualized	704	
YFR017C		tagged	visualized	639	
YMR134W		tagged	visualized	2950	
YJR054W		tagged	visualized	538	
YGL047W		tagged	visualized	1950	
YGR243W		tagged	visualized	6750	
YDR239C		tagged	visualized	155	
YGL226W		tagged	visualized	1170	
YIL158W		tagged	visualized	not visualized	
YGR015C		tagged	visualized	not visualized	
YPL017C		tagged	visualized	6400	
YML030W		tagged	visualized	1210	
YJL055W		tagged	visualized	6440	
YMR299C		tagged	visualized	1170	
YPL108W		tagged	visualized	technical problem	
YIL127C		tagged	visualized	3670	
YOR004W		tagged	visualized	6960	
YKL061W		tagged	visualized	1240	
YML007C-A		tagged	visualized	low signal	
YBR070C		tagged	visualized	339	
YDL222C		tagged	visualized	329	
YOL125W		tagged	visualized	1230	
YGR021W		tagged	visualized	1780	
YAL049C		tagged	visualized	1800	
YCR082W		tagged	visualized	981	
YLR126C		tagged	visualized	1510	
YJR011C		tagged	visualized	2560	
YOL048C		tagged	visualized	low signal	
YGR093W		tagged	visualized	1270	
YBR287W		tagged	visualized	6440	
YKL169C		tagged	visualized	not visualized	
YLR283W		tagged	visualized	technical problem	
YGR149W		tagged	visualized	technical problem	
YDR474C		tagged	visualized	2130	
YPL110C		tagged	visualized	2300	
YDR379C-A		tagged	visualized	861	
YKL151C		tagged	visualized	3870	
YHR087W		tagged	visualized	2430	
YJR110W		tagged	visualized	1080	
YHR009C		tagged	visualized	5240	
YHR003C		tagged	visualized	8430	
YIL001W		tagged	visualized	195	
YDR020C		tagged	visualized	4280	
YLR419W		tagged	visualized	195	
YDL146W		tagged	visualized	329	
YHR045W		tagged	visualized	not visualized	
YOR081C		tagged	visualized	358	
YMR115W		tagged	visualized	8970	
YGL080W		tagged	visualized	396	
YNL274C		tagged	visualized	3280	
YDL176W		tagged	visualized	339	
YGR024C		tagged	visualized	1170	
YMR110C		tagged	visualized	2930	
YNL056W		tagged	visualized	4530	
YCR090C		tagged	visualized	3970	
YBR096W		tagged	visualized	1950	
YPL191C		tagged	visualized	2050	
YGR125W		tagged	visualized	1420	
YPL030W		tagged	visualized	7720	
YPL236C		tagged	visualized	not visualized	
YBR028C		tagged	visualized	1470	
YGL245W		tagged	visualized	48700	
YDL110C		tagged	visualized	2110	
YMR278W		tagged	visualized	4960	
YHR140W		tagged	visualized	technical problem	
YHR036W		tagged	visualized	1280	
YJL147C		tagged	visualized	981	
YER053C		tagged	visualized	not visualized	
YGR198W		tagged	visualized	1640	
YPR004C		tagged	visualized	2950	
YFL044C		tagged	visualized	2770	
YNL168C		tagged	visualized	2550	
YPR022C		tagged	visualized	238	
YNL275W		tagged	visualized	195	
YBR025C		tagged	visualized	36800	
