orfid	yORF	gene name	GFP tagged?	GFP visualized?	TAP visualized?	abundance	error	localization summary	ambiguous	mitochondrion	vacuole	spindle pole	cell periphery	punctate composite	vacuolar membrane	ER	nuclear periphery	endosome	bud neck	microtubule	Golgi	late Golgi	peroxisome	actin	nucleolus	cytoplasm	ER to Golgi	early Golgi	lipid particle	nucleus	bud	
1976	YDR312W	SSF2	tagged	visualized	TAP visualized	1350	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
6000	YDR313C	PIB1	tagged	visualized	TAP visualized	195	NA	ambiguous,endosome	T	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
916	YDR314C		tagged	visualized	TAP visualized	78.6	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1851	YDR316W		tagged	visualized	TAP visualized	504	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3446	YDR318W	MCM21	tagged	visualized	TAP visualized	952	NA	nucleus,spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3270	YDR319C		tagged	visualized	TAP visualized	low signal	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
992	YDR320C	SWA2	tagged	visualized	TAP visualized	768	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5146	YDR320C-A	DAD4	tagged	visualized	TAP visualized	967	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5069	YDR322C-A	TIM11	tagged	visualized	TAP visualized	4590	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2534	YDR322W	MRPL35	tagged	visualized	TAP visualized	7700	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5686	YDR323C	PEP7	tagged	visualized	TAP visualized	768	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
715	YDR324C	UTP4	tagged	visualized	TAP visualized	5440	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
325	YDR325W	YCG1	tagged	visualized	TAP visualized	1920	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
104	YDR326C		tagged	visualized	TAP visualized	low signal	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3929	YDR328C	SKP1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5775	YDR329C	PEX3	tagged	visualized	TAP visualized	1400	NA	peroxisome	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F		
1696	YDR330W		tagged	visualized	TAP visualized	6630	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5803	YDR331W	GPI8	tagged	visualized	TAP visualized	1560	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
925	YDR332W		tagged	visualized	TAP visualized	172	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
834	YDR333C		tagged	visualized	TAP visualized	339	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
84	YDR334W	SWR1	tagged	visualized	TAP visualized	656	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
191	YDR335W	MSN5	tagged	visualized	TAP visualized	3500	NA	cytoplasm,nuclear periphery,nucleus	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3180	YDR337W	MRPS28	tagged	visualized	TAP visualized	6960	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5463	YDR338C		tagged	visualized	TAP visualized	195	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5597	YDR343C	HXT6	tagged	visualized	not TAP visualized	not visualized	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4305	YDR344C		tagged	visualized	not TAP visualized	not visualized	NA	ambiguous,punctate composite	T	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5602	YDR345C	HXT3	tagged	visualized	TAP visualized	37200	NA	cell periphery,vacuole	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1811	YDR346C	SGI1	tagged	visualized	TAP visualized	45200	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2887	YDR347W	MRP1	tagged	visualized	TAP visualized	2840	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1701	YDR348C		tagged	visualized	TAP visualized	1480	NA	bud neck,cell periphery	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F		
1235	YDR349C	YPS7	tagged	visualized	TAP visualized	149	NA	ER,cytoplasm	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1185	YDR350C	TCM10	tagged	visualized	not TAP visualized	not visualized	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2921	YDR352W		tagged	visualized	TAP visualized	6350	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2905	YDR353W	TRR1	tagged	visualized	TAP visualized	292000	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2441	YDR354W	TRP4	tagged	visualized	TAP visualized	1760	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
431	YDR356W	SPC110	tagged	visualized	TAP visualized	279	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4618	YDR357C		tagged	visualized	TAP visualized	589	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1413	YDR358W	GGA1	tagged	visualized	TAP visualized	656	NA	cytoplasm,late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F	F	F	F	F		
3205	YDR361C	BCP1	tagged	visualized	TAP visualized	4590	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
980	YDR362C	TFC6	tagged	visualized	TAP visualized	1130	346.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1952	YDR363W	ESC2	tagged	visualized	TAP visualized	1890	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5091	YDR363W-A	SEM1	tagged	visualized	TAP visualized	5590	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1963	YDR364C	CDC40	tagged	visualized	TAP visualized	1630	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1125	YDR365C		tagged	visualized	TAP visualized	656	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
3419	YDR367W		tagged	visualized	TAP visualized	3420	NA	punctate composite,Golgi,early Golgi	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F		
2958	YDR368W	YPR1	tagged	visualized	TAP visualized	14100	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
564	YDR369C	XRS2	tagged	visualized	TAP visualized	358	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2052	YDR370C		tagged	visualized	TAP visualized	1040	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1632	YDR371W	CTS2	tagged	visualized	TAP visualized	3050	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2697	YDR372C	VPS74	tagged	visualized	TAP visualized	1850	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
6136	YDR373W	FRQ1	tagged	visualized	TAP visualized	7160	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5758	YDR375C	BCS1	tagged	visualized	TAP visualized	1990	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5714	YDR376W	ARH1	tagged	visualized	TAP visualized	1600	426.0	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5015	YDR377W	ATP17	tagged	visualized	TAP visualized	14600	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5122	YDR379C-A		tagged	visualized	TAP visualized	861	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
366	YDR379W	RGA2	tagged	visualized	TAP visualized	254	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1099	YDR380W	ARO10	tagged	visualized	TAP visualized	6560	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1809	YDR381W	YRA1	tagged	visualized	not TAP visualized	not visualized	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4831	YDR382W	RPP2B	tagged	visualized	TAP visualized	602000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3265	YDR384C	ATO3	tagged	visualized	TAP visualized	technical problem	NA	cell periphery,vacuole	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
580	YDR385W	EFT2	tagged	visualized	TAP visualized	78100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1798	YDR388W	RVS167	tagged	visualized	TAP visualized	14600	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F		
1037	YDR389W	SAC7	tagged	visualized	TAP visualized	1420	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1095	YDR390C	UBA2	tagged	visualized	TAP visualized	18800	3070.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3609	YDR391C		tagged	visualized	TAP visualized	6020	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2776	YDR392W	SPT3	tagged	visualized	TAP visualized	1710	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2149	YDR394W	RPT3	tagged	visualized	not TAP visualized	not visualized	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
432	YDR395W	SXM1	tagged	visualized	TAP visualized	16300	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4057	YDR397C	NCB2	tagged	visualized	TAP visualized	2950	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1071	YDR398W	UTP5	tagged	visualized	TAP visualized	33100	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
3683	YDR399W	HPT1	tagged	visualized	TAP visualized	36500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2452	YDR400W	URH1	tagged	visualized	TAP visualized	technical problem	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4100	YDR404C	RPB7	tagged	visualized	TAP visualized	6420	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3355	YDR405W	MRP20	tagged	visualized	TAP visualized	2170	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5271	YDR407C	TRS120	tagged	visualized	TAP visualized	259	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		
3742	YDR408C	ADE8	tagged	visualized	TAP visualized	3910	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
475	YDR409W	SIZ1	tagged	visualized	TAP visualized	149	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
6053	YDR410C	STE14	tagged	visualized	TAP visualized	2690	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2734	YDR411C		tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3587	YDR412W		tagged	visualized	TAP visualized	2950	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
5873	YDR414C	ERD1	tagged	visualized	not TAP visualized	not visualized	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
556	YDR416W	SYF1	tagged	visualized	TAP visualized	2170	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4148	YDR418W	RPL12B	tagged	visualized	TAP visualized	50300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1110	YDR419W	RAD30	tagged	visualized	TAP visualized	1860	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
423	YDR421W	ARO80	tagged	visualized	TAP visualized	319	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
544	YDR422C	SIP1	tagged	visualized	TAP visualized	623	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2254	YDR423C	CAD1	tagged	visualized	TAP visualized	623	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4271	YDR424C	DYN2	tagged	visualized	TAP visualized	1310	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1134	YDR425W	SNX41	tagged	visualized	TAP visualized	1800	NA	cytoplasm,endosome,lipid particle	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	T	F	F	T	F	F		
2362	YDR427W	RPN9	tagged	visualized	TAP visualized	12400	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3271	YDR429C	TIF35	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
380	YDR430C	CYM1	tagged	visualized	TAP visualized	6140	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2226	YDR432W	NPL3	tagged	visualized	TAP visualized	78700	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1512	YDR434W	GPI17	tagged	visualized	TAP visualized	7520	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
861	YDR436W	PPZ2	tagged	visualized	TAP visualized	189	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4385	YDR437W		tagged	visualized	TAP visualized	752	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2677	YDR439W	LRS4	tagged	visualized	TAP visualized	1390	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
1303	YDR440W	DOT1	tagged	visualized	TAP visualized	2160	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4019	YDR441C	APT2	tagged	visualized	TAP visualized	937	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
114	YDR443C	SSN2	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
935	YDR444W		tagged	visualized	TAP visualized	2070	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3536	YDR447C	RPS17B	tagged	visualized	TAP visualized	30500	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2100	YDR448W	ADA2	tagged	visualized	TAP visualized	1720	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2062	YDR449C	UTP6	tagged	visualized	TAP visualized	7520	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
3140	YDR450W	RPS18A	tagged	visualized	TAP visualized	48100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2637	YDR451C	YHP1	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
977	YDR452W	PPN1	tagged	visualized	TAP visualized	319	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3912	YDR453C	TSA2	tagged	visualized	TAP visualized	4820	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3971	YDR454C	GUK1	tagged	visualized	TAP visualized	20500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5510	YDR456W	NHX1	tagged	visualized	TAP visualized	521	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
4	YDR457W	TOM1	tagged	visualized	TAP visualized	358	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
1006	YDR458C		tagged	visualized	TAP visualized	1250	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2888	YDR460W	TFB3	tagged	visualized	TAP visualized	3050	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5203	YDR461W	MFA1	tagged	visualized	TAP visualized	28900	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4306	YDR462W	MRPL28	tagged	visualized	TAP visualized	6280	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1322	YDR463W	STP1	tagged	visualized	TAP visualized	1310	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
107	YDR464W	SPP41	tagged	visualized	not TAP visualized	not visualized	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2237	YDR465C	RMT2	tagged	visualized	TAP visualized	1600	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4066	YDR469W	SDC1	tagged	visualized	TAP visualized	937	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3353	YDR471W	RPL27B	tagged	visualized	TAP visualized	22900	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6006	YDR472W	TRS31	tagged	visualized	TAP visualized	8350	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		
1865	YDR473C	PRP3	tagged	visualized	TAP visualized	432	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1423	YDR474C		tagged	visualized	TAP visualized	2130	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3660	YDR476C		tagged	visualized	TAP visualized	2120	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1102	YDR477W	SNF1	tagged	visualized	TAP visualized	589	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3885	YDR478W	SNM1	tagged	visualized	TAP visualized	172	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1430	YDR479C	PEX29	tagged	visualized	TAP visualized	5040	NA	ambiguous,cytoplasm,punctate composite	T	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2873	YDR480W	DIG2	tagged	visualized	TAP visualized	1310	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5606	YDR481C	PHO8	tagged	visualized	TAP visualized	3060	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4432	YDR482C	CWC21	tagged	visualized	TAP visualized	556	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5772	YDR483W	KRE2	tagged	visualized	TAP visualized	13000	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5501	YDR484W	SAC2	tagged	visualized	TAP visualized	3130	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
645	YDR485C	VPS72	tagged	visualized	TAP visualized	358	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3360	YDR486C	VPS60	tagged	visualized	TAP visualized	2110	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3787	YDR487C	RIB3	tagged	visualized	TAP visualized	5460	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5936	YDR492W		tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4602	YDR493W		tagged	visualized	TAP visualized	279	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
365	YDR495C	VPS3	tagged	visualized	TAP visualized	2270	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1030	YDR496C	PUF6	tagged	visualized	TAP visualized	21500	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
5577	YDR497C	ITR1	tagged	visualized	TAP visualized	technical problem	NA	cell periphery,vacuole	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5839	YDR498C	SEC20	tagged	visualized	TAP visualized	4910	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
785	YDR499W	LCD1	tagged	visualized	TAP visualized	606	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3711	YDR500C	RPL37B	tagged	visualized	TAP visualized	19700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2413	YDR502C	SAM2	tagged	visualized	TAP visualized	22000	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6022	YDR503C	LPP1	tagged	visualized	TAP visualized	300	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F		
585	YDR505C	PSP1	tagged	visualized	TAP visualized	259	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
237	YDR507C	GIN4	tagged	visualized	TAP visualized	736	NA	ambiguous,bud neck,cytoplasm,bud	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	T		
5485	YDR508C	GNP1	tagged	visualized	TAP visualized	10600	NA	ER,cell periphery	F	F	F	F	T	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5016	YDR510W	SMT3	tagged	visualized	TAP visualized	2940	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4446	YDR511W	ACN9	tagged	visualized	TAP visualized	195	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4351	YDR513W	TTR1	tagged	visualized	TAP visualized	31400	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1794	YDR514C		tagged	visualized	TAP visualized	125	NA	mitochondrion,nucleus	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2017	YDR515W	SLF1	tagged	visualized	TAP visualized	861	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1697	YDR516C	EMI2	tagged	visualized	TAP visualized	10600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2497	YDR517W	GRH1	tagged	visualized	TAP visualized	2730	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
