yORF	gene name	GFP tagged?	GFP visualized?	abundance	localization summary	
YPL028W	ERG10	tagged	visualized	60900	nucleus	
YPL146C		tagged	visualized	1600	nucleus	
YDR313C	PIB1	tagged	visualized	195	ambiguous,endosome	
YHR146W	CRP1	tagged	visualized	2990	cell periphery	
YBL035C	POL12	tagged	visualized	11200	nucleus	
YDR101C	ARX1	tagged	visualized	45100	nucleus	
YLR177W		tagged	visualized	1550	cytoplasm	
YIR034C	LYS1	tagged	visualized	112000	cytoplasm,nucleus	
YBR170C	NPL4	tagged	visualized	1050	cytoplasm,nucleus	
YHR163W	SOL3	tagged	visualized	3420	cytoplasm,nucleus	
YBR068C	BAP2	tagged	visualized	8660	cell periphery,vacuole	
YGL141W	HUL5	tagged	visualized	3120	cytoplasm,nucleus	
YIL105C	LIT2	tagged	visualized	5190	punctate composite	
YLR264W	RPS28B	tagged	visualized	8600	cytoplasm	
YKR016W		tagged	visualized	5730	ambiguous,mitochondrion	
YJL054W	TIM54	tagged	visualized	not visualized	mitochondrion	
YDR478W	SNM1	tagged	visualized	172	nucleus	
YER030W		tagged	visualized	623	nucleus	
YLR405W	DUS4	tagged	visualized	3390	ambiguous	
YLR038C	COX12	tagged	visualized	1390	cytoplasm	
YKR027W		tagged	visualized	2540	late Golgi	
YMR169C	ALD3	tagged	visualized	172	cytoplasm	
YDR500C	RPL37B	tagged	visualized	19700	cytoplasm	
YNL265C	IST1	tagged	visualized	4760	endosome	
YLR219W	MSC3	tagged	visualized	131	cell periphery	
YEL071W	DLD3	tagged	visualized	13000	cytoplasm,nucleus	
YER035W	EDC2	tagged	visualized	538	cytoplasm,nucleus	
YGR295C	COS6	tagged	visualized	not visualized	vacuole	
YPR011C		tagged	visualized	not visualized	mitochondrion	
YCR042C	TAF2	tagged	visualized	1160	nucleus	
YHL004W	MRP4	tagged	visualized	6890	mitochondrion	
YGL194C	HOS2	tagged	visualized	4890	cytoplasm,nucleus	
YJL200C		tagged	visualized	4670	mitochondrion	
YOR302W		tagged	visualized	not visualized	cytoplasm,nucleus	
YKL194C	MST1	tagged	visualized	1240	mitochondrion	
YDR448W	ADA2	tagged	visualized	1720	nucleus	
YDR079C-A		tagged	visualized	technical problem	nucleus	
YPL181W	CTI6	tagged	visualized	1590	nucleus	
YML075C	HMG1	tagged	visualized	low signal	nuclear periphery	
YER178W	PDA1	tagged	visualized	100000	mitochondrion	
YCR044C	PER1	tagged	visualized	3050	ER	
YNL096C	RPS7B	tagged	visualized	43500	cytoplasm	
YDR301W	CFT1	tagged	visualized	639	nucleus	
YOR373W	NUD1	tagged	visualized	892	spindle pole	
YOL047C		tagged	visualized	155	punctate composite	
YPR122W	AXL1	tagged	visualized	623	bud neck,cell periphery	
YGL202W	ARO8	tagged	visualized	1770	cytoplasm	
YLR083C	EMP70	tagged	visualized	technical problem	vacuole	
YLR003C		tagged	visualized	1200	nucleus	
YOR171C	LCB4	tagged	visualized	2840	ambiguous	
YDR231C	COX20	tagged	visualized	low signal	mitochondrion	
YLR253W		tagged	visualized	1600	mitochondrion	
YDL070W	BDF2	tagged	visualized	2930	cytoplasm,nucleus	
YGR097W	ASK10	tagged	visualized	low signal	cytoplasm	
YER032W	FIR1	tagged	visualized	low signal	bud neck	
YGL022W	STT3	tagged	visualized	3000	ER	
YGL233W	SEC15	tagged	visualized	4280	bud neck,cytoplasm,cell periphery	
YOR023C	AHC1	tagged	visualized	339	cytoplasm,nucleus	
YLR022C		tagged	visualized	5060	cytoplasm,nucleus	
YLR102C	APC9	tagged	visualized	low signal	cytoplasm,nucleus	
YGR031W		tagged	visualized	7400	mitochondrion	
YLR396C	VPS33	tagged	visualized	830	vacuolar membrane	
YDL103C	QRI1	tagged	visualized	5480	cytoplasm,nucleus	
YDL193W		tagged	visualized	not visualized	ER	
YMR227C	TAF7	tagged	visualized	1050	cytoplasm,nucleus	
YIL090W		tagged	visualized	606	ER	
YFL023W	BUD27	tagged	visualized	1300	cytoplasm	
YGL031C	RPL24A	tagged	visualized	247000	cytoplasm	
YBR005W		tagged	visualized	not visualized	ambiguous	
YIL117C	PRM5	tagged	visualized	not visualized	vacuole	
YDR147W	EKI1	tagged	visualized	3420	cytoplasm	
YNL016W	PUB1	tagged	visualized	49600	cytoplasm	
YLR336C	SGD1	tagged	visualized	3060	nucleolus	
YER133W	GLC7	tagged	visualized	14600	cytoplasm,nucleus,punctate composite	
YDR388W	RVS167	tagged	visualized	14600	actin	
YOR136W	IDH2	tagged	visualized	43100	mitochondrion	
YBR199W	KTR4	tagged	visualized	5240	vacuole	
YMR246W	FAA4	tagged	visualized	31200	lipid particle	
YHR046C	INM1	tagged	visualized	2440	cytoplasm,nucleus	
YPL193W	RSA1	tagged	visualized	259	cytoplasm,nucleus	
YLL001W	DNM1	tagged	visualized	9620	mitochondrion,punctate composite	
YNR016C	ACC1	tagged	visualized	20200	cytoplasm,punctate composite	
YIL027C	KRE27	tagged	visualized	5240	ER	
YLR039C	RIC1	tagged	visualized	78.6	Golgi	
YNR019W	ARE2	tagged	visualized	279	ER	
YHR077C	NMD2	tagged	visualized	1280	cytoplasm	
YKL006C-A	SFT1	tagged	visualized	low signal	cytoplasm,nucleus	
YFL001W	DEG1	tagged	visualized	5860	nucleus	
YER005W	YND1	tagged	visualized	450	ambiguous,Golgi,early Golgi	
YOL129W	VPS68	tagged	visualized	1900	vacuolar membrane	
YDR116C	MRPL1	tagged	visualized	7010	mitochondrion	
YCR073W-A	SOL2	tagged	visualized	1160	cytoplasm	
YML018C		tagged	visualized	2010	vacuolar membrane	
YOR374W	ALD4	tagged	visualized	22200	mitochondrion	
YKL073W	LHS1	tagged	visualized	137	vacuole	
YDR480W	DIG2	tagged	visualized	1310	cytoplasm,nucleus	
YBR149W	ARA1	tagged	visualized	30200	cytoplasm,nucleus	
YDR200C	VPS64	tagged	visualized	377	cytoplasm	
YJL192C	SOP4	tagged	visualized	11700	ER	
YKL175W	ZRT3	tagged	visualized	not visualized	vacuole	
YJL050W	MTR4	tagged	visualized	12500	nucleolus,nucleus	
YDL152W		tagged	visualized	not visualized	nucleus	
YOR069W	VPS5	tagged	visualized	6120	endosome	
YDR156W	RPA14	tagged	visualized	3100	nucleolus	
YDR105C	TMS1	tagged	visualized	low signal	vacuolar membrane	
YML110C	COQ5	tagged	visualized	8100	mitochondrion	
YDL157C		tagged	visualized	752	mitochondrion	
YLR248W	RCK2	tagged	visualized	1790	cytoplasm	
YDL232W	OST4	tagged	visualized	2430	ER	
YLR033W	RSC58	tagged	visualized	4460	nucleus	
YNL309W	STB1	tagged	visualized	319	cytoplasm,nucleus	
YLR272C	YCS4	tagged	visualized	2540	cytoplasm,nucleolus,nucleus	
YOL082W	CVT19	tagged	visualized	1250	punctate composite	
YOR290C	SNF2	tagged	visualized	217	nucleus	
YJR077C	MIR1	tagged	visualized	not visualized	mitochondrion	
YAL044C	GCV3	tagged	visualized	3510	mitochondrion	
YHR113W		tagged	visualized	172	cytoplasm	
YPR124W	CTR1	tagged	visualized	1180	cell periphery,bud	
YMR230W	RPS10B	tagged	visualized	7650	cytoplasm	
YIL157C		tagged	visualized	1680	mitochondrion	
YIL042C		tagged	visualized	4220	mitochondrion	
YKR103W		tagged	visualized	low signal	cytoplasm,nucleus	
YJL102W	MEF2	tagged	visualized	1730	mitochondrion	
YKL075C		tagged	visualized	98.9	cytoplasm	
YCL064C	CHA1	tagged	visualized	36600	mitochondrion	
YIL124W	AYR1	tagged	visualized	3670	ER	
YGL061C	DUO1	tagged	visualized	996	spindle pole	
YKR099W	BAS1	tagged	visualized	861	nucleus	
YPL129W	TAF14	tagged	visualized	3120	nucleus	
YDR368W	YPR1	tagged	visualized	14100	cytoplasm,nucleus	
YKR045C		tagged	visualized	low signal	ambiguous	
YNL094W	APP1	tagged	visualized	2290	cytoplasm	
YBL005W	PDR3	tagged	visualized	166	cytoplasm,nucleus	
YBR164C	ARL1	tagged	visualized	5190	punctate composite,early Golgi	
YNL242W	APG2	tagged	visualized	876	ambiguous	
YNL234W		tagged	visualized	195	cytoplasm	
YOR033C	EXO1	tagged	visualized	672	nucleus	
YMR127C	SAS2	tagged	visualized	low signal	cytoplasm,nucleus	
YOR048C	RAT1	tagged	visualized	623	nucleus	
YKL103C	LAP4	tagged	visualized	5730	cytoplasm,punctate composite	
YIL048W	NEO1	tagged	visualized	technical problem	early Golgi	
YMR308C	PSE1	tagged	visualized	15500	cytoplasm,nucleus	
YBL051C	PIN4	tagged	visualized	4630	cytoplasm	
YOL141W	PPM2	tagged	visualized	830	cytoplasm	
YGL113W	SLD3	tagged	visualized	125	cytoplasm,nucleus	
YDR119W		tagged	visualized	not visualized	vacuolar membrane	
YKL003C	MRP17	tagged	visualized	not visualized	mitochondrion	
YHR090C	YNG2	tagged	visualized	low signal	nucleus	
YEL029C	BUD16	tagged	visualized	low signal	cytoplasm,nucleus	
YCL057W	PRD1	tagged	visualized	8910	cytoplasm	
YNL164C	IBD2	tagged	visualized	not visualized	cytoplasm	
YML067C	ERV41	tagged	visualized	3000	ER	
YIL101C	XBP1	tagged	visualized	195	nucleus	
YLR356W		tagged	visualized	low signal	mitochondrion	
YGL098W	USE1	tagged	visualized	937	lipid particle	
YBR198C	TAF5	tagged	visualized	14800	nucleus	
YBL037W	APL3	tagged	visualized	1590	bud neck,cell periphery	
YGR193C	PDX1	tagged	visualized	414	mitochondrion	
YIR005W	IST3	tagged	visualized	922	cytoplasm,nucleus	
YCR003W	MRPL32	tagged	visualized	1690	mitochondrion	
YLR421C	RPN13	tagged	visualized	12200	cytoplasm,nucleus	
YFR031C-A	RPL2A	tagged	visualized	technical problem	cytoplasm	
YDR049W		tagged	visualized	3930	cytoplasm	
YDR086C	SSS1	tagged	visualized	not visualized	ER	
YDR240C	SNU56	tagged	visualized	361	nucleus	
YNL233W	BNI4	tagged	visualized	low signal	bud neck,cytoplasm,cell periphery	
YPR029C	APL4	tagged	visualized	4850	punctate composite	
YNL166C	BNI5	tagged	visualized	not visualized	ambiguous,bud neck,cytoplasm,bud	
YAL033W	POP5	tagged	visualized	2230	cytoplasm,nucleus	
YIL039W		tagged	visualized	1070	ER	
YPL195W	APL5	tagged	visualized	13500	early Golgi	
YLL028W	TPO1	tagged	visualized	1470	ER,cell periphery,bud	
YCR030C	SYP1	tagged	visualized	4280	bud neck,cell periphery,punctate composite	
YGR194C	XKS1	tagged	visualized	3460	cytoplasm	
YPL016W	SWI1	tagged	visualized	92.3	nucleus	
YNL238W	KEX2	tagged	visualized	low signal	punctate composite,early Golgi	
YDL209C	CWC2	tagged	visualized	2650	nucleus	
YDR262W		tagged	visualized	4850	vacuole	
YDR179C	CSN9	tagged	visualized	358	cytoplasm	
YPL151C	PRP46	tagged	visualized	1770	cytoplasm,nucleus	
YJR062C	NTA1	tagged	visualized	1640	mitochondrion	
YDR080W	VPS41	tagged	visualized	1170	vacuole,vacuolar membrane	
YMR272C	SCS7	tagged	visualized	3290	ER	
YJL096W	MRPL49	tagged	visualized	1840	mitochondrion	
YDR328C	SKP1	tagged	visualized	not visualized	cytoplasm,nucleus	
YER081W	SER3	tagged	visualized	7670	cytoplasm	
YFR041C		tagged	visualized	not visualized	ER	
YOL056W	GPM3	tagged	visualized	3730	cytoplasm	
YIL144W	TID3	tagged	visualized	1160	spindle pole	
YBR061C	TRM7	tagged	visualized	4110	cytoplasm	
YOL042W	NGL1	tagged	visualized	3480	mitochondrion	
YDR300C	PRO1	tagged	visualized	10400	cytoplasm	
YMR201C	RAD14	tagged	visualized	1030	cytoplasm,nucleus	
YGR264C	MES1	tagged	visualized	85000	cytoplasm	
YMR172W	HOT1	tagged	visualized	149	nucleus	
YDR353W	TRR1	tagged	visualized	292000	cytoplasm,nucleus	
YDL033C		tagged	visualized	1510	mitochondrion	
YOR002W	ALG6	tagged	visualized	not visualized	ER	
YDR159W	SAC3	tagged	visualized	339	nuclear periphery	
YLR189C	UGT51	tagged	visualized	396	cytoplasm	
YNL076W	MKS1	tagged	visualized	not visualized	cytoplasm	
YDL220C	CDC13	tagged	visualized	319	cytoplasm,nucleus	
YOR127W	RGA1	tagged	visualized	396	bud neck,cytoplasm,cell periphery	
YGR044C	RME1	tagged	visualized	not visualized	cytoplasm,nucleus	
YMR235C	RNA1	tagged	visualized	52200	cytoplasm	
YCL043C	PDI1	tagged	visualized	low signal	vacuole	
YPR105C	COG4	tagged	visualized	1620	early Golgi	
YLR206W	ENT2	tagged	visualized	1970	actin	
YCR087C-A		tagged	visualized	3430	nucleolus	
YPL215W	CBP3	tagged	visualized	14200	mitochondrion	
YBR139W		tagged	visualized	1420	vacuole	
YER139C		tagged	visualized	5480	cytoplasm	
YHR198C		tagged	visualized	1350	mitochondrion	
YDL001W	RMD1	tagged	visualized	952	cytoplasm	
YPR040W	TIP41	tagged	visualized	5710	cytoplasm,nucleus	
YNL268W	LYP1	tagged	visualized	2580	cell periphery,vacuole	
YDR060W	MAK21	tagged	visualized	15000	nucleolus	
YLR226W	BUR2	tagged	visualized	2910	nucleus	
YOL032W		tagged	visualized	1910	cytoplasm,nucleus	
YBR248C	HIS7	tagged	visualized	11800	cytoplasm,nucleus	
YNL211C		tagged	visualized	low signal	mitochondrion	
YDL083C	RPS16B	tagged	visualized	not visualized	cytoplasm	
YGR119C	NUP57	tagged	visualized	9310	nuclear periphery	
YPR042C	PUF2	tagged	visualized	377	cytoplasm	
YMR135C	GID8	tagged	visualized	639	cytoplasm,nucleus	
YDR492W		tagged	visualized	technical problem	ER	
YJL171C		tagged	visualized	5530	ER	
YDR334W	SWR1	tagged	visualized	656	nucleus	
YKL078W	DHR2	tagged	visualized	721	nucleolus	
YPR034W	ARP7	tagged	visualized	1360	nucleus	
YER036C	KRE30	tagged	visualized	17600	cytoplasm	
YNL048W	ALG11	tagged	visualized	3140	ER	
YBL059C-A		tagged	visualized	279	cytoplasm,nucleus	
YHL026C		tagged	visualized	830	ambiguous	
YJL002C	OST1	tagged	visualized	11900	ER	
YMR240C	CUS1	tagged	visualized	1830	nucleus	
YGR162W	TIF4631	tagged	visualized	9760	cytoplasm	
YDR250C		tagged	visualized	low signal	cytoplasm	
YFR024C	YSC85	tagged	visualized	18000	actin	
YGR251W		tagged	visualized	1460	nucleolus,nucleus	
YPR060C	ARO7	tagged	visualized	low signal	cytoplasm,nucleus	
YML109W	ZDS2	tagged	visualized	105	cytoplasm	
YGL237C	HAP2	tagged	visualized	low signal	nucleus	
YDR172W	SUP35	tagged	visualized	78900	cytoplasm	
YOR175C		tagged	visualized	technical problem	ER	
YGL085W		tagged	visualized	704	mitochondrion	
YNL041C	COG6	tagged	visualized	1720	Golgi	
YPL005W		tagged	visualized	1760	mitochondrion	
YDR158W	HOM2	tagged	visualized	18400	cytoplasm,nucleus	
YJL099W	CHS6	tagged	visualized	1180	late Golgi	
YMR282C	AEP2	tagged	visualized	2680	mitochondrion	
YDR516C	EMI2	tagged	visualized	10600	cytoplasm	
YPR001W	CIT3	tagged	visualized	not visualized	mitochondrion	
YIL132C	CSM2	tagged	visualized	414	cytoplasm,nucleus	
YKL155C	RSM22	tagged	visualized	1900	mitochondrion	
YJL092W	HPR5	tagged	visualized	5190	nucleus	
YDR063W		tagged	visualized	3040	cytoplasm,nucleus	
YLR301W		tagged	visualized	15400	cytoplasm,nucleus	
YNL163C	RIA1	tagged	visualized	7770	cytoplasm	
YGR083C	GCD2	tagged	visualized	10300	cytoplasm	
YHR024C	MAS2	tagged	visualized	31400	mitochondrion	
YGL066W	SGF73	tagged	visualized	486	nucleus	
YBR066C	NRG2	tagged	visualized	704	cytoplasm,nucleus	
YCR027C	RHB1	tagged	visualized	1600	cytoplasm	
YDR005C	MAF1	tagged	visualized	1720	cytoplasm,nucleus	
YGR279C	SCW4	tagged	visualized	6190	vacuole	
YBR239C		tagged	visualized	85.5	cytoplasm,nucleus	
YMR244C-A		tagged	visualized	721	cytoplasm,nucleus	
YGR252W	GCN5	tagged	visualized	1180	nucleus	
YNL280C	ERG24	tagged	visualized	1600	ER	
YPR036W	VMA13	tagged	visualized	22500	vacuolar membrane	
YLR390W-A	CCW14	tagged	visualized	42000	ER	
YLR108C		tagged	visualized	189	nucleus	
YBR160W	CDC28	tagged	visualized	6670	cytoplasm,nucleus	
YKR089C		tagged	visualized	195	lipid particle	
YOL134C		tagged	visualized	not visualized	cytoplasm,nucleus	
YLL055W		tagged	visualized	not visualized	ER	
YDR454C	GUK1	tagged	visualized	20500	cytoplasm,nucleus	
YPR074C	TKL1	tagged	visualized	40300	cytoplasm,nucleus	
YKL116C	PRR1	tagged	visualized	1510	cytoplasm	
YNL248C	RPA49	tagged	visualized	low signal	nucleolus	
YLL045C	RPL8B	tagged	visualized	80200	cytoplasm	
YBR196C	PGI1	tagged	visualized	91600	cytoplasm	
YJL197W	UBP12	tagged	visualized	7110	cytoplasm,nucleus	
YLR406C	RPL31B	tagged	visualized	57500	cytoplasm	
YGR157W	CHO2	tagged	visualized	1810	ER	
YPL152W	RRD2	tagged	visualized	2430	cytoplasm	
YGR004W		tagged	visualized	238	ambiguous	
YMR142C	RPL13B	tagged	visualized	54200	cytoplasm	
YGR028W	MSP1	tagged	visualized	3530	mitochondrion	
YBR162W-A	YSY6	tagged	visualized	846	ER	
YGR034W	RPL26B	tagged	visualized	33200	cytoplasm	
YER124C	DSE1	tagged	visualized	3080	bud neck	
YMR119W	ASI1	tagged	visualized	not visualized	nuclear periphery	
YIL016W	SNL1	tagged	visualized	3350	ER	
YNL139C	RLR1	tagged	visualized	521	nucleus	
YBL071W-A	KTI11	tagged	visualized	8400	cytoplasm,nucleus	
YOL062C	APM4	tagged	visualized	3410	bud neck,cell periphery	
YGR052W		tagged	visualized	339	cytoplasm,nucleus	
YKL041W	VPS24	tagged	visualized	1890	punctate composite,endosome	
YLR120C	YPS1	tagged	visualized	5440	ER	
YNL220W	ADE12	tagged	visualized	56800	cytoplasm	
YPL140C	MKK2	tagged	visualized	1950	cytoplasm	
YLR312W-A	MRPL15	tagged	visualized	6490	mitochondrion	
YHR106W	TRR2	tagged	visualized	414	mitochondrion	
YDR115W		tagged	visualized	195	mitochondrion	
YNL185C	MRPL19	tagged	visualized	3190	mitochondrion	
YGR231C	PHB2	tagged	visualized	2850	mitochondrion	
YDR032C	PST2	tagged	visualized	2330	punctate composite	
YOL093W	TRM10	tagged	visualized	4090	cytoplasm,nucleus	
YJL098W	SAP185	tagged	visualized	11200	cytoplasm	
YMR121C	RPL15B	tagged	visualized	721	nucleolus,nucleus	
YIR035C		tagged	visualized	2370	cytoplasm	
YBR079C	RPG1	tagged	visualized	52700	cytoplasm	
YPL254W	HFI1	tagged	visualized	7950	nucleus	
YOR245C	DGA1	tagged	visualized	907	ER,cytoplasm	
YJR063W	RPA12	tagged	visualized	8450	nucleolus	
YDR531W		tagged	visualized	6190	cytoplasm,nucleus	
YLR105C	SEN2	tagged	visualized	319	mitochondrion	
YNL317W	PFS2	tagged	visualized	7810	nucleus	
YMR149W	SWP1	tagged	visualized	8450	ER	
YLR369W	SSQ1	tagged	visualized	5550	mitochondrion	
YLR086W	SMC4	tagged	visualized	573	nucleus	
YDR450W	RPS18A	tagged	visualized	48100	cytoplasm	
YDR294C	DPL1	tagged	visualized	13100	ER	
YLR002C	NOC3	tagged	visualized	11700	nucleolus,nucleus	
YKL108W	SLD2	tagged	visualized	656	nucleus	
YOR062C		tagged	visualized	2010	cytoplasm,nucleus	
YCR023C		tagged	visualized	low signal	ambiguous	
YNL021W	HDA1	tagged	visualized	3050	nucleus	
YLR095C	IOC2	tagged	visualized	7520	nucleus	
YLR254C		tagged	visualized	1540	cytoplasm,nucleus	
YJR074W	MOG1	tagged	visualized	2840	cytoplasm	
YDL166C	FAP7	tagged	visualized	8350	cytoplasm,nucleus	
YIL007C	NAS2	tagged	visualized	846	cytoplasm	
YJL179W	PFD1	tagged	visualized	721	cytoplasm	
YLR430W	SEN1	tagged	visualized	125	nucleus	
YPR003C		tagged	visualized	low signal	ER	
YDR456W	NHX1	tagged	visualized	521	endosome	
YJR013W		tagged	visualized	low signal	ER	
YGL127C	SOH1	tagged	visualized	468	nucleus	
YGR278W	CWC22	tagged	visualized	3260	cytoplasm,nucleus	
YMR048W	CSM3	tagged	visualized	358	nucleus	
YDL175C	AIR2	tagged	visualized	1800	nucleus	
YNL327W	EGT2	tagged	visualized	not visualized	ER	
YJL112W	MDV1	tagged	visualized	3730	mitochondrion	
YPR063C		tagged	visualized	2140	ER	
YEL058W	PCM1	tagged	visualized	14700	cytoplasm,nucleus	
YAL007C	ERP2	tagged	visualized	26300	ER	
YLL012W		tagged	visualized	7770	lipid particle	
YPR143W		tagged	visualized	6200	nucleolus,nucleus	
YOL012C	HTZ1	tagged	visualized	2840	nucleus	
YKR071C	DRE2	tagged	visualized	1050	cytoplasm	
YOR266W	PNT1	tagged	visualized	1460	mitochondrion	
YPR140W		tagged	visualized	1340	mitochondrion	
YHR155W		tagged	visualized	1170	mitochondrion	
YDR034C	LYS14	tagged	visualized	450	cytoplasm,nucleus	
YDR295C	PLO2	tagged	visualized	1500	nucleus	
YBL085W	BOI1	tagged	visualized	1040	bud neck,cytoplasm,cell periphery,bud	
YML093W	UTP14	tagged	visualized	1470	nucleolus,nucleus	
YOR141C	ARP8	tagged	visualized	1010	nucleus	
YLR328W	NMA1	tagged	visualized	5130	cytoplasm,nucleus	
YNL020C	ARK1	tagged	visualized	1550	actin	
YGL190C	CDC55	tagged	visualized	8600	cytoplasm	
YIL052C	RPL34B	tagged	visualized	21000	cytoplasm	
YGL046W		tagged	visualized	3040	cytoplasm,nucleus	
YKR063C	LAS1	tagged	visualized	647	nucleus	
YDR177W	UBC1	tagged	visualized	8940	cytoplasm,nucleus	
YDR043C	NRG1	tagged	visualized	556	cytoplasm,nucleus	
YAL005C	SSA1	tagged	visualized	269000	cytoplasm	
YJL090C	DPB11	tagged	visualized	540	cytoplasm,nucleus	
YDL015C	TSC13	tagged	visualized	23600	ER	
YMR229C	RRP5	tagged	visualized	8860	nucleolus	
YER034W		tagged	visualized	1100	cytoplasm,nucleus	
YDR261C	EXG2	tagged	visualized	2410	ambiguous	
YGR038W	ORM1	tagged	visualized	2800	ER	
YGR048W	UFD1	tagged	visualized	3530	cytoplasm,nucleus	
YNL095C		tagged	visualized	low signal	ER	
YOR308C	SNU66	tagged	visualized	low signal	nucleus	
YGR183C	QCR9	tagged	visualized	4550	mitochondrion	
YGR017W		tagged	visualized	2840	cytoplasm,nucleus	
YFR024C-A	LSB3	tagged	visualized	3670	bud neck,cytoplasm,mitochondrion,cell periphery	
YBR282W	MRPL27	tagged	visualized	2250	mitochondrion	
YDR145W	TAF12	tagged	visualized	930	nucleus	
YAR014C	BUD14	tagged	visualized	538	cytoplasm,nucleus	
YLR015W	BRE2	tagged	visualized	1310	nucleus	
YER071C		tagged	visualized	799	punctate composite	
YIL147C	SLN1	tagged	visualized	656	cell periphery	
YLR121C	YPS3	tagged	visualized	low signal	mitochondrion	
YBR097W	VPS15	tagged	visualized	279	endosome	
YJL006C	CTK2	tagged	visualized	1590	nucleus	
YJL033W	HCA4	tagged	visualized	7900	nucleolus	
YNR015W	SMM1	tagged	visualized	2650	cytoplasm,nucleus	
YLR380W	CSR1	tagged	visualized	9600	ambiguous	
YNL005C	MRP7	tagged	visualized	2290	mitochondrion	
YNL065W	AQR1	tagged	visualized	not visualized	cell periphery,vacuole	
YCR067C	SED4	tagged	visualized	low signal	ER	
YNL162W-A		tagged	visualized	396	cytoplasm,nucleus	
YFL007W	BLM3	tagged	visualized	2600	cytoplasm,nucleus	
YBL090W	MRP21	tagged	visualized	1270	mitochondrion	
YBR130C	SHE3	tagged	visualized	1010	ambiguous,cytoplasm,cell periphery,bud	
YIL126W	STH1	tagged	visualized	1990	nucleus	
YPL153C	RAD53	tagged	visualized	6900	nucleus	
YOL005C	RPB11	tagged	visualized	4280	nucleus	
YLR090W	XDJ1	tagged	visualized	1210	mitochondrion,nucleus	
YCR060W		tagged	visualized	1660	cytoplasm,nucleus	
YBL095W		tagged	visualized	704	mitochondrion	
YBR039W	ATP3	tagged	visualized	28100	mitochondrion	
YBR255W		tagged	visualized	396	punctate composite	
YPL045W	VPS16	tagged	visualized	1300	vacuolar membrane	
YOR316C	COT1	tagged	visualized	2070	vacuolar membrane	
YFR034C	PHO4	tagged	visualized	not visualized	cytoplasm,nucleus	
YMR002W		tagged	visualized	6960	cytoplasm,nucleus	
YDL229W	SSB1	tagged	visualized	170000	cytoplasm	
YKL096W-A	CWP2	tagged	visualized	1590000	ER	
YPL160W	CDC60	tagged	visualized	158000	cytoplasm	
YBR138C	HDR1	tagged	visualized	195	cytoplasm	
YGL125W	MET13	tagged	visualized	8600	cytoplasm,nucleus	
YLR085C	ARP6	tagged	visualized	238	cytoplasm,nucleus	
YML091C	RPM2	tagged	visualized	1160	mitochondrion	
