orfid	yORF	gene name	GFP tagged?	GFP visualized?	abundance	error	
2630	YDL100C	ARR4	tagged	visualized	17300	NA	
1036	YPR179C	PLO1	tagged	visualized	1100	NA	
5563	YBR132C	AGP2	tagged	visualized	not visualized	NA	
5965	YDL119C		tagged	visualized	1550	NA	
5720	YIL088C	AVT7	tagged	visualized	195	NA	
1278	YDL227C	HO	tagged	visualized	low signal	NA	
1360	YDR120C	TRM1	tagged	visualized	15500	NA	
5826	YPL050C	MNN9	tagged	visualized	1630	NA	
334	YKL197C	PEX1	tagged	visualized	2100	NA	
5929	YBR265W	TSC10	tagged	visualized	7700	NA	
724	YKL134C	OCT1	tagged	visualized	2690	NA	
3530	YDR196C		tagged	visualized	1660	NA	
170	YML081W		tagged	visualized	672	NA	
3021	YBL087C	RPL23A	tagged	visualized	not visualized	NA	
90	YGL150C	INO80	tagged	visualized	6280	NA	
839	YLR335W	NUP2	tagged	visualized	2960	NA	
564	YDR369C	XRS2	tagged	visualized	358	NA	
3822	YLR016C		tagged	visualized	1470	NA	
2142	YNR029C		tagged	visualized	1560	NA	
5684	YBR127C	VMA2	tagged	visualized	131000	NA	
1053	YLR098C	CHA4	tagged	visualized	396	NA	
2180	YOL140W	ARG8	tagged	visualized	2300	NA	
906	YLR035C	MLH2	tagged	visualized	71.6	NA	
6192	YGL226C-A	OST5	tagged	visualized	1010	NA	
2441	YDR354W	TRP4	tagged	visualized	1760	NA	
2420	YDR309C	GIC2	tagged	visualized	1130	NA	
645	YDR485C	VPS72	tagged	visualized	358	NA	
972	YOL023W	IFM1	tagged	visualized	1400	NA	
1870	YBL056W	PTC3	tagged	visualized	19700	NA	
886	YGL249W	ZIP2	tagged	visualized	not visualized	NA	
3469	YLR435W	TSR2	tagged	visualized	13400	NA	
2421	YJL125C	GCD14	tagged	visualized	7220	22.8	
4217	YPL037C	EGD1	tagged	visualized	18000	NA	
3715	YLR051C		tagged	visualized	not visualized	NA	
6146	YDL137W	ARF2	tagged	visualized	25000	NA	
2909	YML025C		tagged	visualized	1180	NA	
1525	YDL178W	DLD2	tagged	visualized	11400	NA	
6065	YGR167W	CLC1	tagged	visualized	3490	NA	
1560	YML096W		tagged	visualized	3750	NA	
2829	YBR129C	OPY1	tagged	visualized	1560	NA	
2703	YPR086W	SUA7	tagged	visualized	6750	NA	
5461	YJR005W	APL1	tagged	visualized	1670	NA	
157	YDL019C	OSH2	tagged	visualized	1070	NA	
1686	YPL026C	SKS1	tagged	visualized	2810	NA	
2372	YKL077W		tagged	visualized	606	NA	
283	YOL034W	SMC5	tagged	visualized	892	NA	
4168	YBR077C		tagged	visualized	3490	NA	
2197	YNL066W	SUN4	tagged	visualized	24700	NA	
4107	YFR011C		tagged	visualized	3550	NA	
4477	YMR112C	MED11	tagged	visualized	396	NA	
27	YGR271W	SLH1	tagged	visualized	486	NA	
5352	YLR309C	IMH1	tagged	visualized	2350	NA	
3382	YCL010C	SGF29	tagged	visualized	1750	NA	
3035	YPR147C		tagged	visualized	2010	NA	
2980	YKL091C		tagged	visualized	2870	NA	
1912	YKL143W	LTV1	tagged	visualized	589	NA	
4367	YMR269W		tagged	visualized	technical problem	NA	
643	YBR049C	REB1	tagged	visualized	7510	531.0	
3170	YOR362C	PRE10	tagged	visualized	12000	NA	
3396	YBL036C		tagged	visualized	4890	NA	
6224	YOL077W-A	ATP19	tagged	visualized	1320	NA	
499	YPL249C	GYP5	tagged	visualized	1940	NA	
4021	YLR065C		tagged	visualized	not visualized	NA	
206	YAL001C	TFC3	tagged	visualized	125	NA	
1283	YBR163W	DEM1	tagged	visualized	1420	NA	
3688	YMR077C	VPS20	tagged	visualized	937	NA	
2360	YBR267W		tagged	visualized	830	NA	
88	YPL242C	IQG1	tagged	visualized	279	NA	
364	YPL183C		tagged	visualized	3450	NA	
3918	YML028W	TSA1	tagged	visualized	378000	NA	
2270	YGR179C	OKP1	tagged	visualized	2690	NA	
2063	YGL164C	YRB30	tagged	visualized	3670	NA	
5283	YPL006W	NCR1	tagged	visualized	521	NA	
1610	YMR285C	NGL2	tagged	visualized	3570	NA	
2775	YBR141C		tagged	visualized	623	NA	
2160	YGL169W	SUA5	tagged	visualized	538	NA	
1230	YPL243W	SRP68	tagged	visualized	6280	1170.0	
5410	YMR212C	EFR3	tagged	visualized	1670	NA	
6196	YPL192C	PRM3	tagged	visualized	low signal	NA	
5578	YLL061W	MMP1	tagged	visualized	low signal	NA	
5503	YBL042C	FUI1	tagged	visualized	low signal	NA	
2894	YDL082W	RPL13A	tagged	visualized	133000	NA	
1996	YML097C	VPS9	tagged	visualized	4280	NA	
2649	YBR145W	ADH5	tagged	visualized	1310	NA	
5334	YGL137W	SEC27	tagged	visualized	129000	NA	
3152	YGR205W		tagged	visualized	4280	NA	
5108	YDL181W	INH1	tagged	visualized	981	NA	
3597	YNL100W		tagged	visualized	5460	NA	
1069	YGL124C	MON1	tagged	visualized	low signal	NA	
955	YBR117C	TKL2	tagged	visualized	149	NA	
2226	YDR432W	NPL3	tagged	visualized	78700	NA	
1130	YIL055C		tagged	visualized	low signal	NA	
6115	YOR016C	ERP4	tagged	visualized	2710	NA	
271	YKL092C	BUD2	tagged	visualized	1230	NA	
2083	YBR273C		tagged	visualized	2190	NA	
1736	YOL112W	MSB4	tagged	visualized	1730	NA	
5706	YNL169C	PSD1	tagged	visualized	1080	NA	
2405	YFL030W	AGX1	tagged	visualized	339	NA	
2531	YNR032W	PPG1	tagged	visualized	1960	NA	
777	YOR208W	PTP2	tagged	visualized	149	NA	
2470	YNL134C		tagged	visualized	3490	NA	
1885	YPL083C	SEN54	tagged	visualized	531	130.0	
549	YNL068C	FKH2	tagged	visualized	656	NA	
418	YGR140W	CBF2	tagged	visualized	1350	205.0	
1390	YCR054C	CTR86	tagged	visualized	8970	NA	
1575	YLR432W	IMD3	tagged	visualized	26300	NA	
6159	YGR174C	CBP4	tagged	visualized	704	NA	
3872	YOR367W	SCP1	tagged	visualized	1580	NA	
5763	YER020W	GPA2	tagged	visualized	4570	NA	
4067	YGL222C	EDC1	tagged	visualized	not visualized	NA	
2617	YPL015C	HST2	tagged	visualized	5260	NA	
3643	YMR090W		tagged	visualized	704	NA	
2666	YMR315W		tagged	visualized	9600	NA	
4461	YLR385C		tagged	visualized	4240	NA	
5396	YJL029C	VPS53	tagged	visualized	low signal	NA	
1265	YOR027W	STI1	tagged	visualized	67600	NA	
2844	YIL063C	YRB2	tagged	visualized	3620	542.0	
3933	YCL026C-B		tagged	visualized	low signal	NA	
691	YOR035C	SHE4	tagged	visualized	3410	NA	
3516	YHR127W	HSN1	tagged	visualized	2140	NA	
4102	YKL013C	ARC19	tagged	visualized	9020	NA	
104	YDR326C		tagged	visualized	low signal	NA	
2807	YBR189W	RPS9B	tagged	visualized	63300	NA	
4795	YLR390W	ECM19	tagged	visualized	1890	NA	
4982	YNL030W	HHF2	tagged	visualized	681000	NA	
3091	YNL246W	VPS75	tagged	visualized	3120	NA	
5513	YEL065W	SIT1	tagged	visualized	not visualized	NA	
593	YAL021C	CCR4	tagged	visualized	2780	NA	
137	YAL017W	PSK1	tagged	visualized	967	NA	
1104	YIL092W		tagged	visualized	105	NA	
5805	YBR036C	CSG2	tagged	visualized	technical problem	NA	
3557	YDL059C	RAD59	tagged	visualized	468	NA	
3313	YDR025W	RPS11A	tagged	visualized	technical problem	NA	
6035	YGR106C		tagged	visualized	12800	NA	
1299	YKL012W	PRP40	tagged	visualized	low signal	NA	
532	YNR011C	PRP2	tagged	visualized	172	NA	
4241	YJR104C	SOD1	tagged	visualized	519000	NA	
2486	YNR075W	COS10	tagged	visualized	2370	NA	
3209	YJR111C		tagged	visualized	1890	NA	
434	YML076C	WAR1	tagged	visualized	907	NA	
39	YHL030W	ECM29	tagged	visualized	2950	NA	
1701	YDR348C		tagged	visualized	1480	NA	
3792	YLR185W	RPL37A	tagged	visualized	21800	NA	
2344	YOR057W	SGT1	tagged	visualized	1340	NA	
5487	YNL279W	PRM1	tagged	visualized	low signal	NA	
2254	YDR423C	CAD1	tagged	visualized	623	NA	
348	YGR258C	RAD2	tagged	visualized	846	NA	
1640	YML114C	TAF8	tagged	visualized	4680	522.0	
4326	YPL225W		tagged	visualized	37500	NA	
854	YCR084C	TUP1	tagged	visualized	5840	NA	
190	YFL008W	SMC1	tagged	visualized	5710	NA	
2736	YGR283C		tagged	visualized	2820	NA	
2209	YIL160C	POT1	tagged	visualized	technical problem	NA	
1085	YJL127C	SPT10	tagged	visualized	1500	NA	
576	YBR202W	CDC47	tagged	visualized	166	NA	
5152	YOR210W	RPB10	tagged	visualized	5300	NA	
5721	YNR045W	PET494	tagged	visualized	450	NA	
1472	YER168C	CCA1	tagged	visualized	13500	2310.0	
5299	YKL020C	SPT23	tagged	visualized	432	NA	
2303	YPR023C	EAF3	tagged	visualized	1890	NA	
4036	YDR540C		tagged	visualized	172	NA	
2862	YJL017W		tagged	visualized	172	NA	
3967	YMR255W	GFD1	tagged	visualized	2730	NA	
3746	YOR078W	BUD21	tagged	visualized	2120	NA	
1407	YPR072W	NOT5	tagged	visualized	5110	NA	
5629	YNR030W	ECM39	tagged	visualized	3550	NA	
316	YKL157W	APE2	tagged	visualized	2910	NA	
5076	YER048W-A		tagged	visualized	2440	NA	
1313	YBL039C	URA7	tagged	visualized	57600	NA	
4294	YER150W	SPI1	tagged	visualized	not visualized	NA	
3052	YPR061C		tagged	visualized	414	NA	
2453	YHR112C		tagged	visualized	1360	NA	
401	YMR125W	STO1	tagged	visualized	11300	NA	
759	YOR014W	RTS1	tagged	visualized	300	NA	
1901	YER089C	PTC2	tagged	visualized	12600	NA	
939	YMR108W	ILV2	tagged	visualized	31900	NA	
626	YGL229C	SAP4	tagged	visualized	279	NA	
3416	YML063W	RPS1B	tagged	visualized	107000	NA	
2991	YGR208W	SER2	tagged	visualized	13800	NA	
2602	YKL060C	FBA1	tagged	visualized	1020000	358000.0	
2793	YPL069C	BTS1	tagged	visualized	2840	NA	
3226	YHR067W	RMD12	tagged	visualized	799	NA	
2682	YLR100W	ERG27	tagged	visualized	low signal	NA	
565	YLR127C	APC2	tagged	visualized	432	NA	
2099	YDL097C	RPN6	tagged	visualized	16800	NA	
1591	YMR014W	BUD22	tagged	visualized	3250	NA	
676	YHR204W	MNL1	tagged	visualized	656	NA	
5821	YBR042C		tagged	visualized	2010	NA	
2030	YGL059W		tagged	visualized	450	NA	
3949	YLR011W	LOT6	tagged	visualized	1270	NA	
5165	YLR262C-A		tagged	visualized	3100	NA	
6080	YGL210W	YPT32	tagged	visualized	4300	NA	
919	YMR224C	MRE11	tagged	visualized	432	NA	
745	YOR361C	PRT1	tagged	visualized	47500	5600.0	
5932	YCR069W	CPR4	tagged	visualized	low signal	NA	
4521	YBR016W		tagged	visualized	1760	NA	
1475	YPR033C	HTS1	tagged	visualized	26800	8150.0	
4603	YEL003W	GIM4	tagged	visualized	1660	NA	
5982	YLR018C	POM34	tagged	visualized	not visualized	NA	
2404	YDR532C	KRE28	tagged	visualized	377	NA	
3351	YLR192C	HCR1	tagged	visualized	17900	NA	
4093	YJR097W		tagged	visualized	2010	NA	
2128	YGL025C	PGD1	tagged	visualized	556	NA	
954	YJL034W	KAR2	tagged	visualized	337000	NA	
4200	YBL018C	POP8	tagged	visualized	4870	NA	
3975	YHR121W		tagged	visualized	8320	NA	
2927	YPR013C		tagged	visualized	195	NA	
6100	YKL119C	VPH2	tagged	visualized	2030	NA	
3006	YHL013C		tagged	visualized	172	NA	
451	YDR081C	PDC2	tagged	visualized	572	81.1	
711	YLR277C	YSH1	tagged	visualized	17400	1900.0	
577	YPL084W	BRO1	tagged	visualized	10200	NA	
1656	YDL160C	DHH1	tagged	visualized	42900	NA	
6176	YGL187C	COX4	tagged	visualized	9410	NA	
4815	YIR009W	MSL1	tagged	visualized	504	NA	
238	YER129W	PAK1	tagged	visualized	752	NA	
1641	YMR300C	ADE4	tagged	visualized	18700	NA	
3485	YOR087W	YVC1	tagged	visualized	1310	NA	
5774	YMR243C	ZRC1	tagged	visualized	8200	NA	
400	YMR287C	MSU1	tagged	visualized	1070	NA	
6050	YPL078C	ATP4	tagged	visualized	12900	NA	
5368	YLR240W	VPS34	tagged	visualized	1080	NA	
1670	YGL035C	MIG1	tagged	visualized	830	NA	
5560	YLR237W	THI7	tagged	visualized	3120	NA	
3833	YDR041W	RSM10	tagged	visualized	8480	NA	
1509	YML115C	VAN1	tagged	visualized	4750	NA	
2633	YNL229C	URE2	tagged	visualized	7060	NA	
299	YDR291W		tagged	visualized	259	NA	
5901	YKR088C	TVP38	tagged	visualized	11300	NA	
3106	YPL241C	CIN2	tagged	visualized	1630	NA	
5737	YBR003W	COQ1	tagged	visualized	1560	NA	
3704	YOR064C	YNG1	tagged	visualized	861	NA	
2181	YBR195C	MSI1	tagged	visualized	149	NA	
1836	YLR142W	PUT1	tagged	visualized	184	NA	
810	YEL053C	MAK10	tagged	visualized	1970	NA	
988	YKL029C	MAE1	tagged	visualized	10500	NA	
2286	YLR107W	REX3	tagged	visualized	low signal	NA	
3612	YOR077W	RTS2	tagged	visualized	4590	NA	
1544	YGL056C	SDS23	tagged	visualized	21200	NA	
3991	YOR215C		tagged	visualized	2870	NA	
903	YLR452C	SST2	tagged	visualized	5980	NA	
466	YOR113W	AZF1	tagged	visualized	556	NA	
5253	YIR006C	PAN1	tagged	visualized	technical problem	NA	
642	YLR176C	RFX1	tagged	visualized	377	NA	
1425	YJL153C	INO1	tagged	visualized	low signal	NA	
2880	YCR002C	CDC10	tagged	visualized	14100	NA	
1330	YLR196W	PWP1	tagged	visualized	43800	NA	
1359	YDR026C		tagged	visualized	432	NA	
4831	YDR382W	RPP2B	tagged	visualized	602000	NA	
1056	YDR014W	RAD61	tagged	visualized	721	NA	
1625	YMR093W	UTP15	tagged	visualized	358	NA	
72	YNR031C	SSK2	tagged	visualized	217	NA	
727	YLL054C		tagged	visualized	339	NA	
4052	YMR042W	ARG80	tagged	visualized	not visualized	NA	
483	YBR225W		tagged	visualized	623	NA	
2442	YGL126W	SCS3	tagged	visualized	538	NA	
2759	YJR129C		tagged	visualized	1550	NA	
2514	YPR035W	GLN1	tagged	visualized	346000	110000.0	
2941	YHR061C	GIC1	tagged	visualized	1100	NA	
3186	YDR098C	GRX3	tagged	visualized	11000	NA	
1931	YOR272W	YTM1	tagged	visualized	6670	NA	
3902	YJR069C	HAM1	tagged	visualized	3490	NA	
2947	YGR282C	BGL2	tagged	visualized	45000	NA	
3020	YPL177C	CUP9	tagged	visualized	521	NA	
1410	YGL244W	RTF1	tagged	visualized	6510	NA	
5426	YNL272C	SEC2	tagged	visualized	13200	1310.0	
3336	YPR132W	RPS23B	tagged	visualized	3340	NA	
4538	YKL086W		tagged	visualized	538	NA	
11	YHR165C	PRP8	tagged	visualized	468	NA	
1785	YKL211C	TRP3	tagged	visualized	13400	NA	
2143	YOR209C	NPT1	tagged	visualized	32100	NA	
4277	YMR159C	APG16	tagged	visualized	573	NA	
1349	YGR124W	ASN2	tagged	visualized	58200	NA	
3270	YDR319C		tagged	visualized	low signal	NA	
6084	YOR185C	GSP2	tagged	visualized	2460	NA	
4429	YPL250C	ICY2	tagged	visualized	450	NA	
820	YLR149C		tagged	visualized	low signal	NA	
1751	YMR070W	MOT3	tagged	visualized	1690	NA	
89	YDR180W	SCC2	tagged	visualized	3310	NA	
3470	YMR038C	LYS7	tagged	visualized	12000	NA	
5462	YBL061C	SKT5	tagged	visualized	2580	NA	
2704	YPR127W		tagged	visualized	2190	NA	
5351	YMR273C	ZDS1	tagged	visualized	279	NA	
608	YJL157C	FAR1	tagged	visualized	238	NA	
223	YLR032W	RAD5	tagged	visualized	1520	NA	
726	YPR091C		tagged	visualized	861	NA	
1997	YMR220W	ERG8	tagged	visualized	79.7	10.0	
1752	YNL022C		tagged	visualized	922	NA	
3596	YMR314W	PRE5	tagged	visualized	7210	NA	
1819	YNR001C	CIT1	tagged	visualized	not visualized	NA	
5856	YGL255W	ZRT1	tagged	visualized	technical problem	NA	
6145	YOR094W	ARF3	tagged	visualized	1240	NA	
659	YGL216W	KIP3	tagged	visualized	736	NA	
5268	YGR014W	MSB2	tagged	visualized	1320	NA	
2198	YOL058W	ARG1	tagged	visualized	1870	NA	
5753	YMR238W	DFG5	tagged	visualized	2950	NA	
887	YMR037C	MSN2	tagged	visualized	125	NA	
2064	YHR111W	UBA4	tagged	visualized	2620	NA	
3674	YCR051W		tagged	visualized	784	NA	
2774	YPR056W	TFB4	tagged	visualized	4630	173.0	
3287	YLR064W		tagged	visualized	2240	NA	
1524	YDL030W	PRP9	tagged	visualized	3920	429.0	
3856	YLR145W		tagged	visualized	556	NA	
6133	YNL090W	RHO2	tagged	visualized	3870	NA	
38	YLR024C	UBR2	tagged	visualized	49.2	NA	
28	YNL271C	BNI1	tagged	visualized	166	NA	
3777	YDR003W		tagged	visualized	1230	NA	
1164	YNL104C	LEU4	tagged	visualized	6630	NA	
3446	YDR318W	MCM21	tagged	visualized	952	NA	
5242	YER166W	DNF1	tagged	visualized	low signal	NA	
1105	YNL293W	MSB3	tagged	visualized	178	NA	
3383	YEL012W	UBC8	tagged	visualized	1590	NA	
2145	YPR186C	PZF1	tagged	visualized	1380	302.0	
1574	YLR324W		tagged	visualized	4570	NA	
2981	YML121W	GTR1	tagged	visualized	907	NA	
3257	YPR116W		tagged	visualized	2140	NA	
4167	YCR028C-A	RIM1	tagged	visualized	3060	NA	
1375	YDR110W	FOB1	tagged	visualized	1510	NA	
2359	YBR125C	PTC4	tagged	visualized	149	NA	
349	YOL089C	HAL9	tagged	visualized	238	NA	
793	YGR003W	CUL3	tagged	visualized	172	NA	
2893	YPL206C		tagged	visualized	3270	NA	
2469	YMR030W		tagged	visualized	not visualized	NA	
417	YEL043W		tagged	visualized	149	NA	
500	YNR047W		tagged	visualized	752	NA	
5789	YLL006W	MMM1	tagged	visualized	2490	NA	
1737	YPL097W	MSY1	tagged	visualized	996	NA	
4427	YNL031C	HHT2	tagged	visualized	248000	NA	
2719	YOR352W		tagged	visualized	3510	NA	
5109	YJL062W-A		tagged	visualized	2530	NA	
1508	YGR177C	ATF2	tagged	visualized	3000	NA	
2532	YPR065W	ROX1	tagged	visualized	238	NA	
1038	YJL209W	CBP1	tagged	visualized	2180	NA	
282	YER111C	SWI4	tagged	visualized	589	NA	
1611	YNR051C	BRE5	tagged	visualized	11700	NA	
5871	YHR101C	BIG1	tagged	visualized	3460	NA	
2271	YKR092C	SRP40	tagged	visualized	12900	NA	
6223	YML129C	COX14	tagged	visualized	6840	NA	
2422	YAL060W	BDH1	tagged	visualized	8730	NA	
4218	YPR168W	NUT2	tagged	visualized	1470	NA	
5900	YGL225W	VRG4	tagged	visualized	31900	NA	
1182	YPL070W	MUK1	tagged	visualized	not visualized	NA	
5411	YNL212W	VID27	tagged	visualized	3500	NA	
3808	YAL014C	SYN8	tagged	visualized	not visualized	NA	
2908	YLR457C	NBP1	tagged	visualized	339	NA	
1767	YJR006W	HYS2	tagged	visualized	626	95.2	
432	YDR395W	SXM1	tagged	visualized	16300	NA	
6018	YGR026W		tagged	visualized	technical problem	NA	
4260	YGR272C		tagged	visualized	not visualized	NA	
609	YNL085W	MKT1	tagged	visualized	3430	NA	
3871	YOR182C	RPS30B	tagged	visualized	18500	NA	
4889	YPR098C		tagged	visualized	752	NA	
5134	YDR210W		tagged	visualized	13100	NA	
6116	YBR171W	SEC66	tagged	visualized	7820	NA	
5284	YBR023C	CHS3	tagged	visualized	1510	NA	
3689	YNL036W	NCE103	tagged	visualized	2330	NA	
1441	YLR433C	CNA1	tagged	visualized	7040	NA	
5707	YNL142W	MEP2	tagged	visualized	technical problem	NA	
6007	YNL055C	POR1	tagged	visualized	technical problem	NA	
3430	YOL038W	PRE6	tagged	visualized	16800	NA	
2406	YGR046W		tagged	visualized	195	NA	
331	YJL084C		tagged	visualized	49.2	NA	
1070	YPL269W	KAR9	tagged	visualized	656	NA	
3240	YML014W	TRM9	tagged	visualized	2360	NA	
5395	YIL140W	AXL2	tagged	visualized	396	NA	
2208	YGL223C	COG1	tagged	visualized	2190	NA	
205	YKR096W		tagged	visualized	195	NA	
156	YKL215C		tagged	visualized	3180	NA	
3137	YBR152W	SPP381	tagged	visualized	2510	NA	
3556	YBR256C	RIB5	tagged	visualized	7300	NA	
4629	YKL058W	TOA2	tagged	visualized	3910	NA	
870	YGL026C	TRP5	tagged	visualized	15500	NA	
4151	YMR022W	QRI8	tagged	visualized	2100	NA	
550	YLR347C	KAP95	tagged	visualized	51700	1810.0	
2808	YGR080W	TWF1	tagged	visualized	1470	NA	
3626	YHR038W	RRF1	tagged	visualized	1440	NA	
2485	YMR289W	ABZ2	tagged	visualized	768	NA	
433	YJL154C	VPS35	tagged	visualized	2360	NA	
4587	YLR295C	ATP14	tagged	visualized	6140	NA	
2045	YER152C		tagged	visualized	1390	NA	
1389	YBR286W	APE3	tagged	visualized	4740	NA	
1784	YIL131C	FKH1	tagged	visualized	1720	NA	
6160	YHR039C-A	VMA10	tagged	visualized	2280	NA	
2845	YIL084C	SDS3	tagged	visualized	105	NA	
4983	YOL150C		tagged	visualized	not visualized	NA	
852	YOL017W	ESC8	tagged	visualized	432	NA	
5597	YDR343C	HXT6	tagged	visualized	not visualized	NA	
2049	YMR208W	ERG12	tagged	visualized	3300	281.0	
3367	YER126C	NSA2	tagged	visualized	8660	NA	
760	YNL161W	CBK1	tagged	visualized	450	NA	
4101	YJL016W		tagged	visualized	3360	NA	
1962	YDL216C	RRI1	tagged	visualized	low signal	NA	
5092	YLR438C-A	LSM3	tagged	visualized	7060	NA	
3334	YKL206C		tagged	visualized	2940	NA	
4369	YNL113W	RPC19	tagged	visualized	8680	NA	
5671	YDL088C	ASM4	tagged	visualized	2740	NA	
2308	YGR111W		tagged	visualized	768	NA	
1146	YDL203C		tagged	visualized	98.9	NA	
1456	YPL260W		tagged	visualized	technical problem	NA	
3090	YIL133C	RPL16A	tagged	visualized	43300	NA	
778	YGL086W	MAD1	tagged	visualized	656	NA	
1021	YER173W	RAD24	tagged	visualized	752	NA	
692	YDL060W	TSR1	tagged	visualized	1390	NA	
5888	YCR034W	FEN1	tagged	visualized	3510	NA	
6034	YLL041C	SDH2	tagged	visualized	9540	NA	
5486	YOR254C	SEC63	tagged	visualized	17700	NA	
365	YDR495C	VPS3	tagged	visualized	2270	NA	
138	YLR371W	ROM2	tagged	visualized	not visualized	NA	
5151	YML009C	MRPL39	tagged	visualized	2480	NA	
315	YML010W	SPT5	tagged	visualized	2340	NA	
3705	YDR236C	FMN1	tagged	visualized	830	NA	
1280	YJL186W	MNN5	tagged	visualized	11400	NA	
2098	YPR148C		tagged	visualized	low signal	NA	
1961	YDL091C		tagged	visualized	233	NA	
1213	YJR046W	TAH11	tagged	visualized	2190	NA	
5471	YBR043C	AQR2	tagged	visualized	279	NA	
1086	YKL048C	ELM1	tagged	visualized	149	NA	
938	YLR260W	LCB5	tagged	visualized	1760	NA	
6033	YPR183W	DPM1	tagged	visualized	1890	NA	
2304	YDR019C	GCV1	tagged	visualized	4090	NA	
4276	YLR218C		tagged	visualized	907	NA	
2990	YGL043W	DST1	tagged	visualized	6260	NA	
1851	YDR316W		tagged	visualized	504	NA	
3887	YGR268C	HUA1	tagged	visualized	not visualized	NA	
3966	YBR106W	PHO88	tagged	visualized	61800	NA	
1087	YDR266C		tagged	visualized	1910	NA	
5820	YKL166C	TPK3	tagged	visualized	1590	NA	
122	YGL131C	SNT2	tagged	visualized	technical problem	NA	
575	YNL126W	SPC98	tagged	visualized	56.9	NA	
5300	YGL016W	KAP122	tagged	visualized	9760	NA	
450	YBL104C		tagged	visualized	184	NA	
3415	YLR441C	RPS1A	tagged	visualized	92400	NA	
5628	YMR319C	FET4	tagged	visualized	573	NA	
1716	YPL100W	MAI1	tagged	visualized	6020	NA	
2863	YJL180C	ATP12	tagged	visualized	6370	NA	
172	YOR227W		tagged	visualized	195	NA	
2326	YJL164C	TPK1	tagged	visualized	4320	NA	
2029	YDL147W	RPN5	tagged	visualized	5710	NA	
5722	YPR138C	MEP3	tagged	visualized	3820	NA	
3541	YNL129W		tagged	visualized	1460	NA	
5075	YDR016C	DAD1	tagged	visualized	799	NA	
6101	YLR262C	YPT6	tagged	visualized	7720	NA	
2515	YAL036C	FUN11	tagged	visualized	11700	NA	
920	YOR354C	MSC6	tagged	visualized	7250	NA	
5379	YOL130W	ALR1	tagged	visualized	low signal	NA	
4353	YNL081C	SWS2	tagged	visualized	259	NA	
5252	YDR011W	SNQ2	tagged	visualized	1300	NA	
3745	YNL213C		tagged	visualized	1160	NA	
4226	YPL071C		tagged	visualized	low signal	NA	
3974	YGR049W	SCM4	tagged	visualized	3210	NA	
517	YGR238C	KEL2	tagged	visualized	468	NA	
4092	YJL124C	LSM1	tagged	visualized	3490	NA	
54	YKR031C	SPO14	tagged	visualized	49.2	NA	
382	YGR240C	PFK1	tagged	visualized	89800	NA	
105	YDL112W	TRM3	tagged	visualized	861	NA	
2926	YNR027W	BUD17	tagged	visualized	6580	NA	
3068	YJL079C	PRY1	tagged	visualized	556	NA	
3429	YNL148C	ALF1	tagged	visualized	656	NA	
6177	YIL065C	FIS1	tagged	visualized	2410	NA	
1406	YMR145C	NDE1	tagged	visualized	4930	NA	
3950	YMR138W	CIN4	tagged	visualized	468	NA	
332	YLR249W	YEF3	tagged	visualized	871000	NA	
1977	YHR066W	SSF1	tagged	visualized	8150	NA	
1642	YEL052W	AFG1	tagged	visualized	3570	NA	
3642	YLR118C		tagged	visualized	1480	NA	
5202	YER053C-A		tagged	visualized	2360	NA	
3352	YOR220W		tagged	visualized	967	NA	
5166	YGR271C-A		tagged	visualized	2840	NA	
1946	YPR080W	TEF1	tagged	visualized	377	NA	
853	YAL054C	ACS1	tagged	visualized	2890	NA	
2603	YML021C	UNG1	tagged	visualized	4820	NA	
4343	YIR015W	RPR2	tagged	visualized	2070	NA	
1005	YDR137W	RGP1	tagged	visualized	589	NA	
2287	YMR214W	SCJ1	tagged	visualized	8260	NA	
1543	YER052C	HOM3	tagged	visualized	48100	NA	
399	YNL118C	DCP2	tagged	visualized	8530	NA	
1669	YNL241C	ZWF1	tagged	visualized	15000	NA	
5427	YAL023C	PMT2	tagged	visualized	6510	NA	
4662	YHL018W		tagged	visualized	752	NA	
3903	YKR065C		tagged	visualized	3000	NA	
4184	YLR050C		tagged	visualized	358	NA	
1089	YLL024C	SSA2	tagged	visualized	364000	NA	
2498	YIL035C	CKA1	tagged	visualized	7180	NA	
5773	YML038C	YMD8	tagged	visualized	technical problem	NA	
6049	YKL154W	SRP102	tagged	visualized	8250	NA	
1835	YLR116W	MSL5	tagged	visualized	4380	203.0	
4037	YEL066W	HPA3	tagged	visualized	1160	NA	
2452	YDR400W	URH1	tagged	visualized	technical problem	NA	
4201	YGR030C	POP6	tagged	visualized	3180	NA	
4848	YFL014W	HSP12	tagged	visualized	4490	NA	
