ORF Name	Plate No.	Well No.
YDL097C	GFP(+)18	F2
YDR448W	GFP(+)18	G2
YOR117W	GFP(+)18	H2
YPL145C	GFP(+)18	A3
YGL134W	GFP(+)18	B3
YGR285C	GFP(+)18	C3
YNL220W	GFP(+)18	D3
YNL330C	GFP(+)18	E3
YNR052C	GFP(+)18	F3
YOL124C	GFP(+)18	G3
YDL029W	GFP(+)18	H3
YGR149W	GFP(+)18	A4
YLR387C	GFP(+)18	B4
YOL097C	GFP(+)18	C4
YDL005C	GFP(+)18	D4
YDL090C	GFP(+)18	E4
YGL025C	GFP(+)18	F4
YHR169W	GFP(+)18	G4
YIR012W	GFP(+)18	H4
YDL001W	GFP(+)18	A5
YER101C	GFP(+)18	B5
YHR132C	GFP(+)18	C5
YMR173W	GFP(+)18	D5
YOR264W	GFP(+)18	E5
YPL168W	GFP(+)18	F5
YHR003C	GFP(+)18	G5
YNL004W	GFP(+)18	H5
YNR029C	GFP(+)18	A6
YOR209C	GFP(+)18	B6
YPR108W	GFP(+)18	C6
YPR186C	GFP(+)18	D6
YDL066W	GFP(+)18	E6
YDL182W	GFP(+)18	F6
YDR300C	GFP(+)18	G6
YDR394W	GFP(+)18	H6
YOR274W	GFP(+)18	A7
YCL011C	GFP(+)18	B7
YDL155W	GFP(+)18	C7
YGR244C	GFP(+)18	D7
YKL181W	GFP(+)18	E7
YKL195W	GFP(+)18	F7
YMR113W	GFP(+)18	G7
YAR003W	GFP(+)18	H7
YGL169W	GFP(+)18	A8
YLR321C	GFP(+)18	B8
YNL234W	GFP(+)18	C8
YBR130C	GFP(+)18	D8
YGR156W	GFP(+)18	E8
YIL103W	GFP(+)18	F8
YNL136W	GFP(+)18	G8
YNL207W	GFP(+)18	H8
YGR202C	GFP(+)18	A9
YGR263C	GFP(+)18	B9
YLR438W	GFP(+)18	C9
YBL058W	GFP(+)18	D9
YDR528W	GFP(+)18	E9
YJL036W	GFP(+)18	F9
YJR084W	GFP(+)18	G9
YML080W	GFP(+)18	H9
YOL126C	GFP(+)18	A10
YOL140W	GFP(+)18	B10
YBR195C	GFP(+)18	C10
YDL150W	GFP(+)18	D10
YDR005C	GFP(+)18	E10
YBL091C	GFP(+)18	F10
YGL090W	GFP(+)18	G10
YJR136C	GFP(+)18	H10
YKR038C	GFP(+)18	A11
YOL031C	GFP(+)18	B11
YDL027C	GFP(+)18	C11
YER059W	GFP(+)18	D11
YER149C	GFP(+)18	E11
YMR204C	GFP(+)18	F11
YNL066W	GFP(+)18	G11
YOL058W	GFP(+)18	H11
YBR271W	GFP(+)18	A12
YBL055C	GFP(+)18	B12
YOR245C	GFP(+)18	C12
YAL061W	GFP(+)18	D12
YCL044C	GFP(+)18	E12
YDL033C	GFP(+)18	F12
YER027C	GFP(+)18	G12
YGL004C	GFP(+)18	H12
YGL223C	GFP(+)19	A1
YIL160C	GFP(+)19	B1
YKR048C	GFP(+)19	C1
YLR423C	GFP(+)19	D1
YMR021C	GFP(+)19	E1
YCR012W	GFP(+)19	F1
YHR115C	GFP(+)19	G1
YIL033C	GFP(+)19	H1
YMR067C	GFP(+)19	A2
YPL202C	GFP(+)19	B2
YDR222W	GFP(+)19	C2
YJR076C	GFP(+)19	D2
YNL248C	GFP(+)19	E2
YOL082W	GFP(+)19	F2
YPL048W	GFP(+)19	G2
YDR432W	GFP(+)19	H2
YGR159C	GFP(+)19	A3
YMR253C	GFP(+)19	B3
YOR196C	GFP(+)19	C3
YPL188W	GFP(+)19	D3
YBR168W	GFP(+)19	E3
YBR233W	GFP(+)19	F3
YGL143C	GFP(+)19	G3
YPL060W	GFP(+)19	H3
YDR465C	GFP(+)19	A4
YOR051C	GFP(+)19	B4
YOR201C	GFP(+)19	C4
YDR153C	GFP(+)19	D4
YGR210C	GFP(+)19	E4
YML074C	GFP(+)19	F4
YOR042W	GFP(+)19	G4
YOR303W	GFP(+)19	H4
YPR118W	GFP(+)19	A5
YGR142W	GFP(+)19	B5
YGR193C	GFP(+)19	C5
YDR423C	GFP(+)19	D5
YNL152W	GFP(+)19	E5
YOL022C	GFP(+)19	F5
YHR097C	GFP(+)19	G5
YDL104C	GFP(+)19	H5
YHR107C	GFP(+)19	A6
YIL119C	GFP(+)19	B6
YLR225C	GFP(+)19	C6
YMR235C	GFP(+)19	D6
YNL078W	GFP(+)19	E6
YNL181W	GFP(+)19	F6
YDR076W	GFP(+)19	G6
YGR179C	GFP(+)19	H6
YKR092C	GFP(+)19	A7
YOL054W	GFP(+)19	B7
YCL028W	GFP(+)19	C7
YGL048C	GFP(+)19	D7
YHL014C	GFP(+)19	E7
YKL149C	GFP(+)19	F7
YMR010W	GFP(+)19	G7
YPL154C	GFP(+)19	H7
YPR041W	GFP(+)19	A8
YHL020C	GFP(+)19	B8
YJR149W	GFP(+)19	C8
YLR107W	GFP(+)19	D8
YMR214W	GFP(+)19	E8
YNR021W	GFP(+)19	F8
YGR214W	GFP(+)19	G8
YNL051W	GFP(+)19	H8
YNL175C	GFP(+)19	A9
YNL292W	GFP(+)19	B9
YDL105W	GFP(+)19	C9
YDR083W	GFP(+)19	D9
YGR122W	GFP(+)19	E9
YKL162C	GFP(+)19	F9
YLR328W	GFP(+)19	G9
YNL254C	GFP(+)19	H9
YOR091W	GFP(+)19	A10
YPR023C	GFP(+)19	B10
YDR019C	GFP(+)19	C10
YER095W	GFP(+)19	D10
YGR111W	GFP(+)19	E10
YHR179W	GFP(+)19	F10
YAL015C	GFP(+)19	G10
YDR021W	GFP(+)19	H10
YGR234W	GFP(+)19	A11
YJL026W	GFP(+)19	B11
YKL189W	GFP(+)19	C11
YMR201C	GFP(+)19	D11
YEL037C	GFP(+)19	E11
YPL028W	GFP(+)19	F11
YGL213C	GFP(+)19	G11
YHR201C	GFP(+)19	H11
YJL164C	GFP(+)19	A12
YOL136C	GFP(+)19	B12
YOR173W	GFP(+)19	C12
YGL181W	GFP(+)19	D12
YJL048C	GFP(+)19	E12
YNL042W	GFP(+)19	F12
YNR043W	GFP(+)19	G12
YOL052C	GFP(+)19	H12
YGR010W	GFP(+)20	A1
YJL138C	GFP(+)20	B1
YKR059W	GFP(+)20	C1
YLR226W	GFP(+)20	D1
YLR453C	GFP(+)20	E1
YOR057W	GFP(+)20	F1
YOR184W	GFP(+)20	G1
YAL012W	GFP(+)20	H1
YBR025C	GFP(+)20	A2
YCR035C	GFP(+)20	B2
YER028C	GFP(+)20	C2
YGR185C	GFP(+)20	D2
YGR187C	GFP(+)20	E2
YHL004W	GFP(+)20	F2
YIL042C	GFP(+)20	G2
YJR080C	GFP(+)20	H2
YPL112C	GFP(+)20	A3
YBL013W	GFP(+)20	B3
YBR125C	GFP(+)20	C3
YBR267W	GFP(+)20	D3
YDL204W	GFP(+)20	E3
YDR427W	GFP(+)20	F3
YEL050C	GFP(+)20	G3
YGR012W	GFP(+)20	H3
YIL153W	GFP(+)20	A4
YJR032W	GFP(+)20	B4
YLR418C	GFP(+)20	C4
YNR048W	GFP(+)20	D4
YPR025C	GFP(+)20	E4
YKL077W	GFP(+)20	F4
YLR082C	GFP(+)20	G4
YLR449W	GFP(+)20	H4
YML062C	GFP(+)20	A5
YCR094W	GFP(+)20	B5
YDL022W	GFP(+)20	C5
YMR024W	GFP(+)20	D5
YDR197W	GFP(+)20	E5
YGR112W	GFP(+)20	F5
YMR305C	GFP(+)20	G5
YNL035C	GFP(+)20	H5
YDR161W	GFP(+)20	A6
YEL046C	GFP(+)20	B6
YGL246C	GFP(+)20	C6
YGR072W	GFP(+)20	D6
YHR068W	GFP(+)20	E6
YJL107C	GFP(+)20	F6
YLR244C	GFP(+)20	G6
YOR063W	GFP(+)20	H6
YOR084W	GFP(+)20	A7
YDL168W	GFP(+)20	B7
YGR279C	GFP(+)20	C7
YML107C	GFP(+)20	D7
YNL001W	GFP(+)20	E7
YBR155W	GFP(+)20	F7
YDR532C	GFP(+)20	G7
YFL030W	GFP(+)20	H7
YGR046W	GFP(+)20	A8
YIL116W	GFP(+)20	B8
YJR072C	GFP(+)20	C8
YLL022C	GFP(+)20	D8
YML027W	GFP(+)20	E8
YBR234C	GFP(+)20	F8
YDR502C	GFP(+)20	G8
YGL067W	GFP(+)20	H8
YHR129C	GFP(+)20	A9
YMR272C	GFP(+)20	B9
YNR015W	GFP(+)20	C9
YDR309C	GFP(+)20	D9
YJL125C	GFP(+)20	E9
YAL060W	GFP(+)20	F9
YDR088C	GFP(+)20	G9
YGL209W	GFP(+)20	H9
YJL147C	GFP(+)20	A10
YKL113C	GFP(+)20	B10
YLR180W	GFP(+)20	C10
YOL116W	GFP(+)20	D10
YBL032W	GFP(+)20	E10
YGL082W	GFP(+)20	F10
YGR295C	GFP(+)20	G10
YHL048W	GFP(+)20	H10
YLL039C	GFP(+)20	A11
YLR291C	GFP(+)20	B11
YPL014W	GFP(+)20	C11
YPL193W	GFP(+)20	D11
YPR140W	GFP(+)20	E11
YBR026C	GFP(+)20	F11
YCL016C	GFP(+)20	G11
YDR354W	GFP(+)20	H11
YGL126W	GFP(+)20	A12
YJL137C	GFP(+)20	B12
YOL043C	GFP(+)20	C12
YAL032C	GFP(+)20	D12
YDR268W	GFP(+)20	E12
YGL185C	GFP(+)20	F12
YHR063C	GFP(+)20	G12
YNL230C	GFP(+)20	H12
YDR400W	GFP(+)21	A1
YHR112C	GFP(+)21	B1
YDL188C	GFP(+)21	C1
YIL110W	GFP(+)21	D1
YLR105C	GFP(+)21	E1
YOL047C	GFP(+)21	F1
YBL029W	GFP(+)21	G1
YBR161W	GFP(+)21	H1
YGL105W	GFP(+)21	A2
YGL148W	GFP(+)21	B2
YGL155W	GFP(+)21	C2
YHR052W	GFP(+)21	D2
YJR148W	GFP(+)21	E2
YML060W	GFP(+)21	F2
YMR030W	GFP(+)21	G2
YNL134C	GFP(+)21	H2
YOR193W	GFP(+)21	A3
YDL193W	GFP(+)21	B3
YDR171W	GFP(+)21	C3
YGR286C	GFP(+)21	D3
YMR083W	GFP(+)21	E3
YNL307C	GFP(+)21	F3
YMR289W	GFP(+)21	G3
YNR075W	GFP(+)21	H3
YFR024C	GFP(+)21	A4
YIR034C	GFP(+)21	B4
YMR276W	GFP(+)21	C4
YNL288W	GFP(+)21	D4
YDL211C	GFP(+)21	E4
YDR517W	GFP(+)21	F4
YIL035C	GFP(+)21	G4
YLR048W	GFP(+)21	H4
YIL094C	GFP(+)21	A5
YLR216C	GFP(+)21	B5
YNL005C	GFP(+)21	C5
YBR249C	GFP(+)21	D5
YDR035W	GFP(+)21	E5
YDR191W	GFP(+)21	F5
YKR076W	GFP(+)21	G5
YMR139W	GFP(+)21	H5
YPR035W	GFP(+)21	A6
YAL036C	GFP(+)21	B6
YDL134C	GFP(+)21	C6
YGR052W	GFP(+)21	D6
YOR136W	GFP(+)21	E6
YPL018W	GFP(+)21	F6
YFL029C	GFP(+)21	G6
YGR040W	GFP(+)21	H6
YGR173W	GFP(+)21	A7
YMR114C	GFP(+)21	B7
YNL316C	GFP(+)21	C7
YNR032W	GFP(+)21	D7
YPR065W	GFP(+)21	E7
YPL090C	GFP(+)21	F7
YDR322W	GFP(+)21	G7
YDR531W	GFP(+)21	H7
YKL114C	GFP(+)21	A8
YLR405W	GFP(+)21	B8
YMR097C	GFP(+)21	C8
YOL010W	GFP(+)21	D8
YPL209C	GFP(+)21	E8
YBR057C	GFP(+)21	F8
YBR221C	GFP(+)21	G8
YHR040W	GFP(+)21	H8
YKL043W	GFP(+)21	A9
YDR065W	GFP(+)21	B9
YDR158W	GFP(+)21	C9
YIL083C	GFP(+)21	D9
YJL021C	GFP(+)21	E9
YLR063W	GFP(+)21	F9
YML131W	GFP(+)21	G9
YMR270C	GFP(+)21	H9
YBR065C	GFP(+)21	A10
YIR026C	GFP(+)21	B10
YLR420W	GFP(+)21	C10
YPL081W	GFP(+)21	D10
YPL236C	GFP(+)21	E10
YLR316C	GFP(+)21	F10
YIR021W	GFP(+)21	G10
YKL042W	GFP(+)21	H10
YKR077W	GFP(+)21	A11
YLR141W	GFP(+)21	B11
YOL042W	GFP(+)21	C11
YPL096W	GFP(+)21	D11
YBR031W	GFP(+)21	E11
YCR095C	GFP(+)21	F11
YDR012W	GFP(+)21	G11
YDR047W	GFP(+)21	H11
YDL055C	GFP(+)21	A12
YFR046C	GFP(+)21	B12
YGR048W	GFP(+)21	C12
YKR066C	GFP(+)21	D12
YCL064C	GFP(+)21	E12
YIL079C	GFP(+)21	F12
YLR215C	GFP(+)21	G12
YMR318C	GFP(+)21	H12
YNL037C	GFP(+)22	A1
YPL191C	GFP(+)22	B1
YPR075C	GFP(+)22	C1
YDL144C	GFP(+)22	D1
YHR069C	GFP(+)22	E1
YJR139C	GFP(+)22	F1
YKL060C	GFP(+)22	G1
YML021C	GFP(+)22	H1
YJR147W	GFP(+)22	A2
YPL152W	GFP(+)22	B2
YBR084C-A	GFP(+)22	C2
YHR025W	GFP(+)22	D2
YNL191W	GFP(+)22	E2
YOL064C	GFP(+)22	F2
YPL015C	GFP(+)22	G2
YJL131C	GFP(+)22	H2
YPR040W	GFP(+)22	A3
YBL068W	GFP(+)22	B3
YBL074C	GFP(+)22	C3
YDR173C	GFP(+)22	D3
YLR287C	GFP(+)22	E3
YNL304W	GFP(+)22	F3
YBR087W	GFP(+)22	G3
YCL034W	GFP(+)22	H3
YDL100C	GFP(+)22	A4
YNL229C	GFP(+)22	B4
YBR181C	GFP(+)22	C4
YBL016W	GFP(+)22	D4
YDR451C	GFP(+)22	E4
YJR068W	GFP(+)22	F4
YKL011C	GFP(+)22	G4
YKR011C	GFP(+)22	H4
YPL011C	GFP(+)22	A5
YPL138C	GFP(+)22	B5
YDL226C	GFP(+)22	C5
YKR070W	GFP(+)22	D5
YNL007C	GFP(+)22	E5
YBR145W	GFP(+)22	F5
YDL107W	GFP(+)22	G5
YIL122W	GFP(+)22	H5
YJR060W	GFP(+)22	A6
YNL164C	GFP(+)22	B6
YNL231C	GFP(+)22	C6
YHR203C	GFP(+)22	D6
YDL065C	GFP(+)22	E6
YDR214W	GFP(+)22	F6
YDR279W	GFP(+)22	G6
YJR043C	GFP(+)22	H6
YLR270W	GFP(+)22	A7
YNL264C	GFP(+)22	B7
YNL274C	GFP(+)22	C7
YLR426W	GFP(+)22	D7
YGL001C	GFP(+)22	E7
YMR315W	GFP(+)22	F7
YNL084C	GFP(+)22	G7
YPR129W	GFP(+)22	H7
YBR034C	GFP(+)22	A8
YGL039W	GFP(+)22	B8
YKR071C	GFP(+)22	C8
YMR234W	GFP(+)22	D8
YMR303C	GFP(+)22	E8
YDR439W	GFP(+)22	F8
YGL128C	GFP(+)22	G8
YGL157W	GFP(+)22	H8
YLR100W	GFP(+)22	A9
YNL141W	GFP(+)22	B9
YOR262W	GFP(+)22	C9
YPR180W	GFP(+)22	D9
YJR145C	GFP(+)22	E9
YCL032W	GFP(+)22	F9
YGR101W	GFP(+)22	G9
YIL019W	GFP(+)22	H9
YIL154C	GFP(+)22	A10
YJR154W	GFP(+)22	B10
YOR007C	GFP(+)22	C10
YOR315W	GFP(+)22	D10
YBL033C	GFP(+)22	E10
YDR372C	GFP(+)22	F10
YGL175C	GFP(+)22	G10
YGR165W	GFP(+)22	H10
YGR180C	GFP(+)22	A11
YIL145C	GFP(+)22	B11
YPR086W	GFP(+)22	C11
YPR127W	GFP(+)22	D11
YBR149W	GFP(+)22	E11
YDL175C	GFP(+)22	F11
YER016W	GFP(+)22	G11
YHR034C	GFP(+)22	H11
YKR081C	GFP(+)22	A12
YPL118W	GFP(+)22	B12
YPR004C	GFP(+)22	C12
YDL078C	GFP(+)22	D12
YLR375W	GFP(+)22	E12
YOR352W	GFP(+)22	F12
YIL106W	GFP(+)22	G12
YGL040C	GFP(+)22	H12
YGR031W	GFP(+)23	A1
YHR106W	GFP(+)23	B1
YLR265C	GFP(+)23	C1
YMR144W	GFP(+)23	D1
YNR035C	GFP(+)23	E1
YOL151W	GFP(+)23	F1
YDL099W	GFP(+)23	G1
YDR411C	GFP(+)23	H1
YGR163W	GFP(+)23	A2
YGR283C	GFP(+)23	B2
YKL164C	GFP(+)23	C2
YOL007C	GFP(+)23	D2
YOR026W	GFP(+)23	E2
YPL004C	GFP(+)23	F2
YPR057W	GFP(+)23	G2
YHR156C	GFP(+)23	H2
YJR105W	GFP(+)23	A3
YML037C	GFP(+)23	B3
YNL290W	GFP(+)23	C3
YDL209C	GFP(+)23	D3
YGR084C	GFP(+)23	E3
YGR086C	GFP(+)23	F3
YJR129C	GFP(+)23	G3
YOR061W	GFP(+)23	H3
YPL031C	GFP(+)23	A4
YBL031W	GFP(+)23	B4
YDR077W	GFP(+)23	C4
YER156C	GFP(+)23	D4
YJL088W	GFP(+)23	E4
YJR008W	GFP(+)23	F4
YKL193C	GFP(+)23	G4
YMR127C	GFP(+)23	H4
YOR261C	GFP(+)23	A5
YPR056W	GFP(+)23	B5
YBR141C	GFP(+)23	C5
YDR392W	GFP(+)23	D5
YEL017W	GFP(+)23	E5
YKL151C	GFP(+)23	F5
YLR017W	GFP(+)23	G5
YIL096C	GFP(+)23	H5
YCL055W	GFP(+)23	A6
YDL230W	GFP(+)23	B6
YDR204W	GFP(+)23	C6
YFR025C	GFP(+)23	D6
YGR058W	GFP(+)23	E6
YLR354C	GFP(+)23	F6
YPL069C	GFP(+)23	G6
YPR110C	GFP(+)23	H6
YBR046C	GFP(+)23	A7
YDR051C	GFP(+)23	B7
YHR085W	GFP(+)23	C7
YKL085W	GFP(+)23	D7
YCR036W	GFP(+)23	E7
YDL108W	GFP(+)23	F7
YER161C	GFP(+)23	G7
YGR043C	GFP(+)23	H7
YMR142C	GFP(+)23	A8
YNL265C	GFP(+)23	B8
YPL111W	GFP(+)23	C8
YBR189W	GFP(+)23	D8
YGR080W	GFP(+)23	E8
YGR192C	GFP(+)23	F8
YHL025W	GFP(+)23	G8
YJL052W	GFP(+)23	H8
YJR009C	GFP(+)23	A9
YPL055C	GFP(+)23	B9
YDR267C	GFP(+)23	C9
YHL009C	GFP(+)23	D9
YLR181C	GFP(+)23	E9
YNL097C	GFP(+)23	F9
YNL301C	GFP(+)23	G9
YOR246C	GFP(+)23	H9
YHR083W	GFP(+)23	A10
YJL208C	GFP(+)23	B10
YKR013W	GFP(+)23	C10
YOR142W	GFP(+)23	D10
YBR129C	GFP(+)23	E10
YDR044W	GFP(+)23	F10
YGL091C	GFP(+)23	G10
YGR015C	GFP(+)23	H10
YKR062W	GFP(+)23	A11
YLR239C	GFP(+)23	B11
YBR119W	GFP(+)23	C11
YNL302C	GFP(+)23	D11
YDL205C	GFP(+)23	E11
YHR104W	GFP(+)23	F11
YIL063C	GFP(+)23	G11
YIL084C	GFP(+)23	H11
YBR048W	GFP(+)23	A12
YIL041W	GFP(+)23	B12
YML004C	GFP(+)23	C12
YNL217W	GFP(+)23	D12
YOR340C	GFP(+)23	E12
YDR530C	GFP(+)23	F12
YFL034C-B	GFP(+)23	G12
YJL017W	GFP(+)23	H12
YJL180C	GFP(+)24	A1
YJR070C	GFP(+)24	B1
YPL273W	GFP(+)24	C1
YMR143W	GFP(+)24	D1
YBR211C	GFP(+)24	E1
YLL062C	GFP(+)24	F1
YDR480W	GFP(+)24	G1
YGR007W	GFP(+)24	H1
YHR010W	GFP(+)24	A2
YJL006C	GFP(+)24	B2
YNL025C	GFP(+)24	C2
YOL094C	GFP(+)24	D2
YCR002C	GFP(+)24	E2
YGL115W	GFP(+)24	F2
YIL043C	GFP(+)24	G2
YKR022C	GFP(+)24	H2
YNL284C	GFP(+)24	A3
YCL050C	GFP(+)24	B3
YDR347W	GFP(+)24	C3
YDR460W	GFP(+)24	D3
YER037W	GFP(+)24	E3
YHR198C	GFP(+)24	F3
YLR257W	GFP(+)24	G3
YNR034W	GFP(+)24	H3
YPL206C	GFP(+)24	A4
YDL082W	GFP(+)24	B4
YHL011C	GFP(+)24	C4
YIL077C	GFP(+)24	D4
YKR080W	GFP(+)24	E4
YNL215W	GFP(+)24	F4
YDR175C	GFP(+)24	G4
YDR353W	GFP(+)24	H4
YIR011C	GFP(+)24	A5
YLR439W	GFP(+)24	B5
YLR457C	GFP(+)24	C5
YML025C	GFP(+)24	D5
YOR143C	GFP(+)24	E5
YOR342C	GFP(+)24	F5
YER099C	GFP(+)24	G5
YIL021W	GFP(+)24	H5
YNL315C	GFP(+)24	A6
YOR158W	GFP(+)24	B6
YOR288C	GFP(+)24	C6
YBL027W	GFP(+)24	D6
YDR352W	GFP(+)24	E6
YMR048W	GFP(+)24	F6
YMR310C	GFP(+)24	G6
YNR027W	GFP(+)24	H6
YPR013C	GFP(+)24	A7
YBR151W	GFP(+)24	B7
YCL059C	GFP(+)24	C7
YKL019W	GFP(+)24	D7
YNL058C	GFP(+)24	E7
YNR054C	GFP(+)24	F7
YBR175W	GFP(+)24	G7
YCR073W-A	GFP(+)24	H7
YGR231C	GFP(+)24	A8
YPL157W	GFP(+)24	B8
YML073C	GFP(+)24	C8
YHR061C	GFP(+)24	D8
YKL216W	GFP(+)24	E8
YKR087C	GFP(+)24	F8
YLR283W	GFP(+)24	G8
YNL063W	GFP(+)24	H8
YGR282C	GFP(+)24	A9
YKL094W	GFP(+)24	B9
YKL110C	GFP(+)24	C9
YNL322C	GFP(+)24	D9
YOR006C	GFP(+)24	E9
YBR176W	GFP(+)24	F9
YDL124W	GFP(+)24	G9
YDL236W	GFP(+)24	H9
YDR368W	GFP(+)24	A10
YEL029C	GFP(+)24	B10
YFR034C	GFP(+)24	C10
YHR144C	GFP(+)24	D10
YMR299C	GFP(+)24	E10
YOR120W	GFP(+)24	F10
YOR164C	GFP(+)24	G10
YDL021W	GFP(+)24	H10
YDL047W	GFP(+)24	A11
YBR061C	GFP(+)24	B11
YDR068W	GFP(+)24	C11
YDR090C	GFP(+)24	D11
YGL161C	GFP(+)24	E11
YHR199C	GFP(+)24	F11
YKL091C	GFP(+)24	G11
YML121W	GFP(+)24	H11
YMR267W	GFP(+)24	A12
YNR007C	GFP(+)24	B12
YOR279C	GFP(+)24	C12
YOR312C	GFP(+)24	D12
YCL009C	GFP(+)24	E12
YDL222C	GFP(+)24	F12
YGL043W	GFP(+)24	G12
YGR208W	GFP(+)24	H12
YHR187W	GFP(+)25	A1
YJR083C	GFP(+)25	B1
YNL177C	GFP(+)25	C1
YNL312W	GFP(+)25	D1
YOR107W	GFP(+)25	E1
YOR292C	GFP(+)25	F1
YGL232W	GFP(+)25	G1
YDR075W	GFP(+)25	H1
YBR251W	GFP(+)25	A2
YER083C	GFP(+)25	B2
YGR104C	GFP(+)25	C2
YHL013C	GFP(+)25	D2
YKR075C	GFP(+)25	E2
YML110C	GFP(+)25	F2
YNL072W	GFP(+)25	G2
YAR015W	GFP(+)25	H2
YDL045C	GFP(+)25	A3
YFR004W	GFP(+)25	B3
YKL183W	GFP(+)25	C3
YMR055C	GFP(+)25	D3
YOR238W	GFP(+)25	E3
YPL177C	GFP(+)25	F3
YBL087C	GFP(+)25	G3
YDR280W	GFP(+)25	H3
YGR277C	GFP(+)25	A4
YJR013W	GFP(+)25	B4
YNL096C	GFP(+)25	C4
YDR123C	GFP(+)25	D4
YJR007W	GFP(+)25	E4
YLR448W	GFP(+)25	F4
YLR455W	GFP(+)25	G4
YMR281W	GFP(+)25	H4
YOR251C	GFP(+)25	A5
YPR147C	GFP(+)25	B5
YBR231C	GFP(+)25	C5
YDR288W	GFP(+)25	D5
YFR031C-A	GFP(+)25	E5
YNL006W	GFP(+)25	F5
YOL056W	GFP(+)25	G5
YKL150W	GFP(+)25	H5
YOR228C	GFP(+)25	A6
YFL044C	GFP(+)25	B6
YPL064C	GFP(+)25	C6
YPR061C	GFP(+)25	D6
YPL079W	GFP(+)25	E6
YGR044C	GFP(+)25	F6
YIL061C	GFP(+)25	G6
YLR093C	GFP(+)25	H6
YLR146C	GFP(+)25	A7
YLR172C	GFP(+)25	B7
YGR001C	GFP(+)25	C7
YER175C	GFP(+)25	D7
YGL162W	GFP(+)25	E7
YGL254W	GFP(+)25	F7
YJL068C	GFP(+)25	G7
YJL079C	GFP(+)25	H7
YNL156C	GFP(+)25	A8
YPR066W	GFP(+)25	B8
YBR160W	GFP(+)25	C8
YIL044C	GFP(+)25	D8
YCL031C	GFP(+)25	E8
YGR017W	GFP(+)25	F8
YIL124W	GFP(+)25	G8
YMR099C	GFP(+)25	H8
YPL131W	GFP(+)25	A9
YER142C	GFP(+)25	B9
YML112W	GFP(+)25	C9
YIL133C	GFP(+)25	D9
YNL246W	GFP(+)25	E9
YDL173W	GFP(+)25	F9
YDR054C	GFP(+)25	G9
YDR233C	GFP(+)25	H9
YFR041C	GFP(+)25	A10
YFR047C	GFP(+)25	B10
YHR046C	GFP(+)25	C10
YHR058C	GFP(+)25	D10
YKL128C	GFP(+)25	E10
YKR037C	GFP(+)25	F10
YOR028C	GFP(+)25	G10
YOR083W	GFP(+)25	H10
YPL241C	GFP(+)25	A11
YDL076C	GFP(+)25	B11
YDR184C	GFP(+)25	C11
YER117W	GFP(+)25	D11
YHL034C	GFP(+)25	E11
YJL145W	GFP(+)25	F11
YGR222W	GFP(+)25	G11
YHR062C	GFP(+)25	H11
YLR091W	GFP(+)25	A12
YOL001W	GFP(+)25	B12
YOL093W	GFP(+)25	C12
YPL068C	GFP(+)25	D12
YPR069C	GFP(+)25	E12
YJR088C	GFP(+)25	F12
YKL052C	GFP(+)25	G12
YMR039C	GFP(+)25	H12
YNL232W	GFP(+)26	A1
YBR152W	GFP(+)26	B1
YDL129W	GFP(+)26	C1
YDR130C	GFP(+)26	D1
YDR450W	GFP(+)26	E1
YLR003C	GFP(+)26	F1
YLR351C	GFP(+)26	G1
YLR367W	GFP(+)26	H1
YOL077C	GFP(+)26	A2
YOR344C	GFP(+)26	B2
YER074W	GFP(+)26	C2
YBR101C	GFP(+)26	D2
YCR016W	GFP(+)26	E2
YGR021W	GFP(+)26	F2
YGR205W	GFP(+)26	G2
YLR132C	GFP(+)26	H2
YOR385W	GFP(+)26	A3
YJL177W	GFP(+)26	B3
YBR191W	GFP(+)26	C3
YAL034W-A	GFP(+)26	D3
YFL028C	GFP(+)26	E3
YOL080C	GFP(+)26	F3
YGL221C	GFP(+)26	G3
YGR147C	GFP(+)26	H3
YGR239C	GFP(+)26	A4
YOR362C	GFP(+)26	B4
YPL117C	GFP(+)26	C4
YBR011C	GFP(+)26	D4
YDL083C	GFP(+)26	E4
YGL057C	GFP(+)26	F4
YGR132C	GFP(+)26	G4
YIL034C	GFP(+)26	H4
YPR103W	GFP(+)26	A5
YDL201W	GFP(+)26	B5
YDR337W	GFP(+)26	C5
YER023W	GFP(+)26	D5
YKL180W	GFP(+)26	E5
YMR043W	GFP(+)26	F5
YOR281C	GFP(+)26	G5
YDR098C	GFP(+)26	H5
YDR116C	GFP(+)26	A6
YIL050W	GFP(+)26	B6
YLR136C	GFP(+)26	C6
YLR312W-A	GFP(+)26	D6
YLR404W	GFP(+)26	E6
YMR069W	GFP(+)26	F6
YNL286W	GFP(+)26	G6
YOR040W	GFP(+)26	H6
YLR079W	GFP(+)26	A7
YOR174W	GFP(+)26	B7
YDL191W	GFP(+)26	C7
YDR361C	GFP(+)26	D7
YGL240W	GFP(+)26	E7
YJR111C	GFP(+)26	F7
YKR046C	GFP(+)26	G7
YOR234C	GFP(+)26	H7
YEL005C	GFP(+)26	A8
YHR090C	GFP(+)26	B8
YJR096W	GFP(+)26	C8
YKR025W	GFP(+)26	D8
YOR104W	GFP(+)26	E8
YEL009C	GFP(+)26	F8
YFR027W	GFP(+)26	G8
YNL032W	GFP(+)26	H8
YNL252C	GFP(+)26	A9
YBL010C	GFP(+)26	B9
YHR067W	GFP(+)26	C9
YHR163W	GFP(+)26	D9
