ORF Name	Plate No.	Well No.
YOR138C	GFP(+)09	E7
YER088C	GFP(+)09	F7
YLR427W	GFP(+)09	G7
YKL029C	GFP(+)09	H7
YMR032W	GFP(+)09	A8
YNL008C	GFP(+)09	B8
YBL051C	GFP(+)09	C8
YDR320C	GFP(+)09	D8
YGL113W	GFP(+)09	E8
YJL128C	GFP(+)09	F8
YML088W	GFP(+)09	G8
YBR121C	GFP(+)09	H8
YJL057C	GFP(+)09	A9
YBR260C	GFP(+)09	B9
YEL007W	GFP(+)09	C9
YJL010C	GFP(+)09	D9
YLL007C	GFP(+)09	E9
YDR194C	GFP(+)09	F9
YML020W	GFP(+)09	G9
YDR137W	GFP(+)09	H9
YDR458C	GFP(+)09	A10
YLR002C	GFP(+)09	B10
YNR053C	GFP(+)09	C10
YOR350C	GFP(+)09	D10
YDR307W	GFP(+)09	E10
YFR048W	GFP(+)09	F10
YMR137C	GFP(+)09	G10
YNL197C	GFP(+)09	H10
YOR275C	GFP(+)09	A11
YLR299W	GFP(+)09	B11
YML056C	GFP(+)09	C11
YER173W	GFP(+)09	D11
YHR015W	GFP(+)09	E11
YKR036C	GFP(+)09	F11
YPL104W	GFP(+)09	G11
YGL066W	GFP(+)09	H11
YLR369W	GFP(+)09	A12
YPR161C	GFP(+)09	B12
YDR496C	GFP(+)09	C12
YKL079W	GFP(+)09	D12
YLR234W	GFP(+)09	E12
YJR098C	GFP(+)09	F12
YOL113W	GFP(+)09	G12
YPR179C	GFP(+)09	H12
YDR389W	GFP(+)10	A1
YJL209W	GFP(+)10	B1
YPR190C	GFP(+)10	C1
YOR147W	GFP(+)10	D1
YDR118W	GFP(+)10	E1
YGR083C	GFP(+)10	F1
YLR429W	GFP(+)10	G1
YPL263C	GFP(+)10	H1
YLR103C	GFP(+)10	A2
YML007W	GFP(+)10	B2
YBL075C	GFP(+)10	C2
YBR123C	GFP(+)10	D2
YDL224C	GFP(+)10	E2
YIL155C	GFP(+)10	F2
YML082W	GFP(+)10	G2
YLR098C	GFP(+)10	H2
YDR014W	GFP(+)10	A3
YIL101C	GFP(+)10	B3
YNL167C	GFP(+)10	C3
YPL093W	GFP(+)10	D3
YGL107C	GFP(+)10	E3
YPL210C	GFP(+)10	F3
YLR289W	GFP(+)10	G3
YOL117W	GFP(+)10	H3
YER049W	GFP(+)10	A4
YGL124C	GFP(+)10	B4
YPL269W	GFP(+)10	C4
YDR398W	GFP(+)10	D4
YAL005C	GFP(+)10	E4
YCR038C	GFP(+)10	F4
YDR311W	GFP(+)10	G4
YER103W	GFP(+)10	H4
YMR313C	GFP(+)10	A5
YGL060W	GFP(+)10	B5
YDL113C	GFP(+)10	C5
YGL099W	GFP(+)10	D5
YIL046W	GFP(+)10	E5
YIL056W	GFP(+)10	F5
YJL127C	GFP(+)10	G5
YKL048C	GFP(+)10	H5
YDR266C	GFP(+)10	A6
YJR130C	GFP(+)10	B6
YLL024C	GFP(+)10	C6
YAL011W	GFP(+)10	D6
YDL070W	GFP(+)10	E6
YNL020C	GFP(+)10	F6
YHR161C	GFP(+)10	G6
YOR070C	GFP(+)10	H6
YDR390C	GFP(+)10	A7
YNL176C	GFP(+)10	B7
YAL016W	GFP(+)10	C7
YDR380W	GFP(+)10	D7
YEL060C	GFP(+)10	E7
YGL023C	GFP(+)10	F7
YDR477W	GFP(+)10	G7
YHR114W	GFP(+)10	H7
YIL092W	GFP(+)10	A8
YNL293W	GFP(+)10	B8
YOR181W	GFP(+)10	C8
YPL161C	GFP(+)10	D8
YDR049W	GFP(+)10	E8
YDR419W	GFP(+)10	F8
YKL204W	GFP(+)10	G8
YCR061W	GFP(+)10	H8
YOR356W	GFP(+)10	A9
YHL038C	GFP(+)10	B9
YML046W	GFP(+)10	C9
YMR106C	GFP(+)10	D9
YNR038W	GFP(+)10	E9
YOR239W	GFP(+)10	F9
YDR365C	GFP(+)10	G9
YKL155C	GFP(+)10	H9
YLR177W	GFP(+)10	A10
YER080W	GFP(+)10	B10
YIL055C	GFP(+)10	C10
YKL125W	GFP(+)10	D10
YDR228C	GFP(+)10	E10
YHR166C	GFP(+)10	F10
YDR425W	GFP(+)10	G10
YHL027W	GFP(+)10	H10
YKR008W	GFP(+)10	A11
YNL299W	GFP(+)10	B11
YEL062W	GFP(+)10	C11
YER147C	GFP(+)10	D11
YGL110C	GFP(+)10	E11
YMR119W	GFP(+)10	F11
YOR171C	GFP(+)10	G11
YBR215W	GFP(+)10	H11
YDL203C	GFP(+)10	A12
YFL049W	GFP(+)10	B12
YAL047C	GFP(+)10	C12
YHR206W	GFP(+)10	D12
YMR278W	GFP(+)10	E12
YNR006W	GFP(+)10	F12
YAR007C	GFP(+)10	G12
YPL020C	GFP(+)10	H12
YBR060C	GFP(+)11	A1
YDL025C	GFP(+)11	B1
YDL063C	GFP(+)11	C1
YGR013W	GFP(+)11	D1
YNL104C	GFP(+)11	E1
YNL061W	GFP(+)11	F1
YPR081C	GFP(+)11	G1
YPL119C	GFP(+)11	H1
YPR155C	GFP(+)11	A2
YMR092C	GFP(+)11	B2
YDL229W	GFP(+)11	C2
YLR206W	GFP(+)11	D2
YNL209W	GFP(+)11	E2
YMR098C	GFP(+)11	F2
YPL070W	GFP(+)11	G2
YPL184C	GFP(+)11	H2
YPL194W	GFP(+)11	A3
YDR350C	GFP(+)11	B3
YKR084C	GFP(+)11	C3
YER036C	GFP(+)11	D3
YGL116W	GFP(+)11	E3
YLR248W	GFP(+)11	F3
YDL080C	GFP(+)11	G3
YLR401C	GFP(+)11	H3
YMR168C	GFP(+)11	A4
YML071C	GFP(+)11	B4
YFL002C	GFP(+)11	C4
YPL005W	GFP(+)11	D4
YGR103W	GFP(+)11	E4
YDR200C	GFP(+)11	F4
YJR046W	GFP(+)11	G4
YML057W	GFP(+)11	H4
YOL148C	GFP(+)11	A5
YOR108W	GFP(+)11	B5
YLR353W	GFP(+)11	C5
YHR202W	GFP(+)11	D5
YLR055C	GFP(+)11	E5
YMR284W	GFP(+)11	F5
YOR324C	GFP(+)11	G5
YGR194C	GFP(+)11	H5
YGL125W	GFP(+)11	A6
YJL201W	GFP(+)11	B6
YPL169C	GFP(+)11	C6
YPL243W	GFP(+)11	D6
YKL032C	GFP(+)11	E6
YDR144C	GFP(+)11	F6
YDR349C	GFP(+)11	G6
YGR246C	GFP(+)11	H6
YLR060W	GFP(+)11	A7
YJL069C	GFP(+)11	B7
YMR198W	GFP(+)11	C7
YNL039W	GFP(+)11	D7
YDR101C	GFP(+)11	E7
YCR088W	GFP(+)11	F7
YMR120C	GFP(+)11	G7
YLR028C	GFP(+)11	H7
YNL308C	GFP(+)11	A8
YOL066C	GFP(+)11	B8
YMR213W	GFP(+)11	C8
YMR227C	GFP(+)11	D8
YNL227C	GFP(+)11	E8
YOR073W	GFP(+)11	F8
YDR294C	GFP(+)11	G8
YIL172C	GFP(+)11	H8
YOR027W	GFP(+)11	A9
YDR243C	GFP(+)11	B9
YGL252C	GFP(+)11	C9
YKL185W	GFP(+)11	D9
YPL007C	GFP(+)11	E9
YDL174C	GFP(+)11	F9
YER068W	GFP(+)11	G9
YIL015W	GFP(+)11	H9
YIL036W	GFP(+)11	A10
YNL094W	GFP(+)11	B10
YNL218W	GFP(+)11	C10
YOR154W	GFP(+)11	D10
YOR308C	GFP(+)11	E10
YDL227C	GFP(+)11	F10
YGR068C	GFP(+)11	G10
YJL186W	GFP(+)11	H10
YMR291W	GFP(+)11	A11
YBR163W	GFP(+)11	B11
YHL039W	GFP(+)11	C11
YHR108W	GFP(+)11	D11
YJR016C	GFP(+)11	E11
YKR078W	GFP(+)11	F11
YMR250W	GFP(+)11	G11
YML013W	GFP(+)11	H11
YML070W	GFP(+)11	A12
YNL076W	GFP(+)11	B12
YOL115W	GFP(+)11	C12
YKL012W	GFP(+)11	D12
YPL208W	GFP(+)11	E12
YDR440W	GFP(+)11	F12
YLR133W	GFP(+)11	G12
YML127W	GFP(+)11	H12
YNL225C	GFP(+)12	A1
YBR170C	GFP(+)12	B1
YMR282C	GFP(+)12	C1
YBL039C	GFP(+)12	D1
YHR194W	GFP(+)12	E1
YPR083W	GFP(+)12	F1
YML017W	GFP(+)12	G1
YOR260W	GFP(+)12	H1
YDR463W	GFP(+)12	A2
YER165W	GFP(+)12	B2
YGR278W	GFP(+)12	C2
YER086W	GFP(+)12	D2
YIR010W	GFP(+)12	E2
YLR196W	GFP(+)12	F2
YNL073W	GFP(+)12	G2
YPR171W	GFP(+)12	H2
YGR171C	GFP(+)12	A3
YHR037W	GFP(+)12	B3
YHR196W	GFP(+)12	C3
YNL251C	GFP(+)12	D3
YPR006C	GFP(+)12	E3
YJL071W	GFP(+)12	F3
YJR053W	GFP(+)12	G3
YER124C	GFP(+)12	H3
YGR088W	GFP(+)12	A4
YLL012W	GFP(+)12	B4
YOL027C	GFP(+)12	C4
YPR137W	GFP(+)12	D4
YGR092W	GFP(+)12	E4
YGR124W	GFP(+)12	F4
YHR064C	GFP(+)12	G4
YLR259C	GFP(+)12	H4
YPR145W	GFP(+)12	A5
YIL150C	GFP(+)12	B5
YKL088W	GFP(+)12	C5
YOR128C	GFP(+)12	D5
YDR026C	GFP(+)12	E5
YDR120C	GFP(+)12	F5
YKL127W	GFP(+)12	G5
YLR120C	GFP(+)12	H5
YLR253W	GFP(+)12	A6
YMR105C	GFP(+)12	B6
YGR241C	GFP(+)12	C6
YKR002W	GFP(+)12	D6
YOR118W	GFP(+)12	E6
YPL030W	GFP(+)12	F6
YDL003W	GFP(+)12	G6
YDR110W	GFP(+)12	H6
YLR417W	GFP(+)12	A7
YNR023W	GFP(+)12	B7
YOR023C	GFP(+)12	C7
YPR070W	GFP(+)12	D7
YBR263W	GFP(+)12	E7
YJR052W	GFP(+)12	F7
YOR386W	GFP(+)12	G7
YCR065W	GFP(+)12	H7
YJR103W	GFP(+)12	A8
YPR111W	GFP(+)12	B8
YBR286W	GFP(+)12	C8
YCR054C	GFP(+)12	D8
YGR087C	GFP(+)12	E8
YLR044C	GFP(+)12	F8
YLR134W	GFP(+)12	G8
YDL042C	GFP(+)12	H8
YDR261C	GFP(+)12	A9
YKR072C	GFP(+)12	B9
YLR286C	GFP(+)12	C9
YPL128C	GFP(+)12	D9
YGL064C	GFP(+)12	E9
YEL020C	GFP(+)12	F9
YGR166W	GFP(+)12	G9
YMR145C	GFP(+)12	H9
YPR072W	GFP(+)12	A10
YDL106C	GFP(+)12	B10
YGL244W	GFP(+)12	C10
YDR358W	GFP(+)12	D10
YEL058W	GFP(+)12	E10
YFR037C	GFP(+)12	F10
YLL018C	GFP(+)12	G10
YPL086C	GFP(+)12	H10
YDR131C	GFP(+)12	A11
YER140W	GFP(+)12	B11
YML023C	GFP(+)12	C11
YOR205C	GFP(+)12	D11
YDR474C	GFP(+)12	E11
YJL153C	GFP(+)12	F11
YLR343W	GFP(+)12	G11
YBR196C	GFP(+)12	H11
YDR479C	GFP(+)12	A12
YMR036C	GFP(+)12	B12
YOR372C	GFP(+)12	C12
YGL076C	GFP(+)12	D12
YLR433C	GFP(+)12	E12
YMR258C	GFP(+)12	F12
YBR030W	GFP(+)12	G12
YBR248C	GFP(+)12	H12
YML069W	GFP(+)13	A1
YPR144C	GFP(+)13	B1
YBR200W	GFP(+)13	C1
YDL225W	GFP(+)13	D1
YEL015W	GFP(+)13	E1
YFR028C	GFP(+)13	F1
YJL110C	GFP(+)13	G1
YOL055C	GFP(+)13	H1
YPL260W	GFP(+)13	A2
YMR171C	GFP(+)13	B2
YBR158W	GFP(+)13	C2
YKL089W	GFP(+)13	D2
YPL179W	GFP(+)13	E2
YPL228W	GFP(+)13	F2
YDR232W	GFP(+)13	G2
YER054C	GFP(+)13	H2
YKL140W	GFP(+)13	A3
YOR241W	GFP(+)13	B3
YGR041W	GFP(+)13	C3
YER168C	GFP(+)13	D3
YMR199W	GFP(+)13	E3
YPR033C	GFP(+)13	F3
YPL256C	GFP(+)13	G3
YML124C	GFP(+)13	H3
YBR223C	GFP(+)13	A4
YDR235W	GFP(+)13	B4
YOR002W	GFP(+)13	C4
YPL212C	GFP(+)13	D4
YJL058C	GFP(+)13	E4
YLR023C	GFP(+)13	F4
YPL109C	GFP(+)13	G4
YGL028C	GFP(+)13	H4
YNL189W	GFP(+)13	A5
YBL080C	GFP(+)13	B5
YHR006W	GFP(+)13	C5
YKR016W	GFP(+)13	D5
YPL214C	GFP(+)13	E5
YDR061W	GFP(+)13	F5
YDR145W	GFP(+)13	G5
YJR003C	GFP(+)13	H5
YIL045W	GFP(+)13	A6
YLR020C	GFP(+)13	B6
YMR015C	GFP(+)13	C6
YOL033W	GFP(+)13	D6
YBR103W	GFP(+)13	E6
YFR006W	GFP(+)13	F6
YGR177C	GFP(+)13	G6
YML115C	GFP(+)13	H6
YDR147W	GFP(+)13	A7
YDR299W	GFP(+)13	B7
YDR434W	GFP(+)13	C7
YKL191W	GFP(+)13	D7
YOL123W	GFP(+)13	E7
YDR195W	GFP(+)13	F7
YMR110C	GFP(+)13	G7
YMR297W	GFP(+)13	H7
YDL020C	GFP(+)13	A8
YDL030W	GFP(+)13	B8
YDL178W	GFP(+)13	C8
YJR049C	GFP(+)13	D8
YKR023W	GFP(+)13	E8
YLR313C	GFP(+)13	F8
YBR239C	GFP(+)13	G8
YDL170W	GFP(+)13	H8
YKL139W	GFP(+)13	A9
YNL077W	GFP(+)13	B9
YBR214W	GFP(+)13	C9
YBR274W	GFP(+)13	D9
YER025W	GFP(+)13	E9
YER052C	GFP(+)13	F9
YGL056C	GFP(+)13	G9
YKL074C	GFP(+)13	H9
YBL015W	GFP(+)13	A10
YGL190C	GFP(+)13	B10
YHR207C	GFP(+)13	C10
YML086C	GFP(+)13	D10
YMR023C	GFP(+)13	E10
YNL138W	GFP(+)13	F10
YOR360C	GFP(+)13	G10
YBL054W	GFP(+)13	H10
YBR028C	GFP(+)13	A11
YDL197C	GFP(+)13	B11
YGL122C	GFP(+)13	C11
YML096W	GFP(+)13	D11
YOR377W	GFP(+)13	E11
YBR138C	GFP(+)13	F11
YMR215W	GFP(+)13	G11
YER021W	GFP(+)13	H11
YGL078C	GFP(+)13	A12
YHR009C	GFP(+)13	B12
YHR086W	GFP(+)13	C12
YHR216W	GFP(+)13	D12
YLR324W	GFP(+)13	E12
YLR432W	GFP(+)13	F12
YMR029C	GFP(+)13	G12
YOR359W	GFP(+)13	H12
YPL247C	GFP(+)14	A1
YCL043C	GFP(+)14	B1
YDL156W	GFP(+)14	C1
YNL116W	GFP(+)14	D1
YOR355W	GFP(+)14	E1
YKL081W	GFP(+)14	F1
YBL019W	GFP(+)14	G1
YBR227C	GFP(+)14	H1
YDR009W	GFP(+)14	A2
YER006W	GFP(+)14	B2
YER073W	GFP(+)14	C2
YMR014W	GFP(+)14	D2
YOR374W	GFP(+)14	E2
YHR170W	GFP(+)14	F2
YKL116C	GFP(+)14	G2
YLR392C	GFP(+)14	H2
YMR064W	GFP(+)14	A3
YGL112C	GFP(+)14	B3
YIL097W	GFP(+)14	C3
YKL047W	GFP(+)14	D3
YPL198W	GFP(+)14	E3
YPR002W	GFP(+)14	F3
YDL159W	GFP(+)14	G3
YJL013C	GFP(+)14	H3
YMR285C	GFP(+)14	A4
YNR051C	GFP(+)14	B4
YCR053W	GFP(+)14	C4
YJL025W	GFP(+)14	D4
YKL103C	GFP(+)14	E4
YPR169W	GFP(+)14	F4
YDL101C	GFP(+)14	G4
YDR169C	GFP(+)14	H4
YGR123C	GFP(+)14	A5
YHR137W	GFP(+)14	B5
YIL001W	GFP(+)14	C5
YJL194W	GFP(+)14	D5
YML120C	GFP(+)14	E5
YML128C	GFP(+)14	F5
YMR093W	GFP(+)14	G5
YMR283C	GFP(+)14	H5
YPL122C	GFP(+)14	A6
YDR371W	GFP(+)14	B6
YER078C	GFP(+)14	C6
YJR010W	GFP(+)14	D6
YMR131C	GFP(+)14	E6
YOR310C	GFP(+)14	F6
YFL021W	GFP(+)14	G6
YFR039C	GFP(+)14	H6
YJR015W	GFP(+)14	A7
YML114C	GFP(+)14	B7
YMR300C	GFP(+)14	C7
YEL052W	GFP(+)14	D7
YLR345W	GFP(+)14	E7
YBR139W	GFP(+)14	F7
YLR121C	GFP(+)14	G7
YOR231W	GFP(+)14	H7
YDL017W	GFP(+)14	A8
YDR111C	GFP(+)14	B8
YER090W	GFP(+)14	C8
YGR093W	GFP(+)14	D8
YGR155W	GFP(+)14	E8
YGR189C	GFP(+)14	F8
YIL104C	GFP(+)14	G8
YML043C	GFP(+)14	H8
YDL160C	GFP(+)14	A9
YDR168W	GFP(+)14	B9
YMR169C	GFP(+)14	C9
YMR170C	GFP(+)14	D9
YNL223W	GFP(+)14	E9
YOR347C	GFP(+)14	F9
YPL140C	GFP(+)14	G9
YPL181W	GFP(+)14	H9
YGR229C	GFP(+)14	A10
YLR015W	GFP(+)14	B10
YNL241C	GFP(+)14	C10
YGL035C	GFP(+)14	D10
YHR159W	GFP(+)14	E10
YLR197W	GFP(+)14	F10
YML032C	GFP(+)14	G10
YDR539W	GFP(+)14	H10
YGL017W	GFP(+)14	A11
YGL065C	GFP(+)14	B11
YLL036C	GFP(+)14	C11
YOL068C	GFP(+)14	D11
YKR063C	GFP(+)14	E11
YLR033W	GFP(+)14	F11
YLR094C	GFP(+)14	G11
YPL026C	GFP(+)14	H11
YBR056W	GFP(+)14	A12
YGL119W	GFP(+)14	B12
YJR051W	GFP(+)14	C12
YMR115W	GFP(+)14	D12
YNR012W	GFP(+)14	E12
YOL070C	GFP(+)14	F12
YAL038W	GFP(+)14	G12
YCL040W	GFP(+)14	H12
YDR036C	GFP(+)15	A1
YDR330W	GFP(+)15	B1
YDR516C	GFP(+)15	C1
YFR021W	GFP(+)15	D1
YGL202W	GFP(+)15	E1
YPL061W	GFP(+)15	F1
YDR348C	GFP(+)15	G1
YFL018C	GFP(+)15	H1
YFR010W	GFP(+)15	A2
YHR070W	GFP(+)15	B2
YKL035W	GFP(+)15	C2
YPL017C	GFP(+)15	D2
YPL072W	GFP(+)15	E2
YBR006W	GFP(+)15	F2
YCL017C	GFP(+)15	G2
YFL027C	GFP(+)15	H2
YJR122W	GFP(+)15	A3
YEL071W	GFP(+)15	B3
YOL061W	GFP(+)15	C3
YPL100W	GFP(+)15	D3
YBR126C	GFP(+)15	E3
YDR132C	GFP(+)15	F3
YDR257C	GFP(+)15	G3
YGR091W	GFP(+)15	H3
YOR269W	GFP(+)15	A4
YPL204W	GFP(+)15	B4
YER122C	GFP(+)15	C4
YNL119W	GFP(+)15	D4
YCR024C	GFP(+)15	E4
YDR240C	GFP(+)15	F4
YGR256W	GFP(+)15	G4
YNL124W	GFP(+)15	H4
YOL112W	GFP(+)15	A5
YPL097W	GFP(+)15	B5
YPL219W	GFP(+)15	C5
YDL146W	GFP(+)15	D5
YDR182W	GFP(+)15	E5
YLR190W	GFP(+)15	F5
YML126C	GFP(+)15	G5
YOL049W	GFP(+)15	H5
YPR119W	GFP(+)15	A6
YFR024C-A	GFP(+)15	B6
YDL048C	GFP(+)15	C6
YDR523C	GFP(+)15	D6
YHR113W	GFP(+)15	E6
YMR070W	GFP(+)15	F6
YNL022C	GFP(+)15	G6
YDL238C	GFP(+)15	H6
YHR183W	GFP(+)15	A7
YJL081C	GFP(+)15	B7
YLL011W	GFP(+)15	C7
YLR183C	GFP(+)15	D7
YMR140W	GFP(+)15	E7
YNL053W	GFP(+)15	F7
YPL254W	GFP(+)15	G7
YPL262W	GFP(+)15	H7
YER133W	GFP(+)15	A8
YJR006W	GFP(+)15	B8
YBL103C	GFP(+)15	C8
YBR083W	GFP(+)15	D8
YER141W	GFP(+)15	E8
YGL253W	GFP(+)15	F8
YGR211W	GFP(+)15	G8
YNL137C	GFP(+)15	H8
YNL277W	GFP(+)15	A9
YOR043W	GFP(+)15	B9
YPR001W	GFP(+)15	C9
YML085C	GFP(+)15	D9
YFR053C	GFP(+)15	E9
YLR108C	GFP(+)15	F9
YDL089W	GFP(+)15	G9
YHR030C	GFP(+)15	H9
YIL131C	GFP(+)15	A10
YKL211C	GFP(+)15	B10
YOL030W	GFP(+)15	C10
YOL144W	GFP(+)15	D10
YOR216C	GFP(+)15	E10
YBR247C	GFP(+)15	F10
YBR288C	GFP(+)15	G10
YDR514C	GFP(+)15	H10
YLR175W	GFP(+)15	A11
YNL239W	GFP(+)15	B11
YPL091W	GFP(+)15	C11
YDR388W	GFP(+)15	D11
YDR524C	GFP(+)15	E11
YGL097W	GFP(+)15	F11
YHR024C	GFP(+)15	G11
YJL162C	GFP(+)15	H11
YKL028W	GFP(+)15	A12
YNL071W	GFP(+)15	B12
YOR046C	GFP(+)15	C12
YDR381W	GFP(+)15	D12
YDR181C	GFP(+)15	E12
YDR346C	GFP(+)15	F12
YFR044C	GFP(+)15	G12
YBR272C	GFP(+)15	H12
YGR255C	GFP(+)16	A1
YNL261W	GFP(+)16	B1
YNR001C	GFP(+)16	C1
YPL066W	GFP(+)16	D1
YJL123C	GFP(+)16	E1
YNL062C	GFP(+)16	F1
YDL103C	GFP(+)16	G1
YPR034W	GFP(+)16	H1
YGR002C	GFP(+)16	A2
YGR117C	GFP(+)16	B2
YLR116W	GFP(+)16	C2
YLR142W	GFP(+)16	D2
YOL125W	GFP(+)16	E2
YPL063W	GFP(+)16	F2
YIL123W	GFP(+)16	G2
YMR044W	GFP(+)16	H2
YPR047W	GFP(+)16	A3
YDR105C	GFP(+)16	B3
YIL039W	GFP(+)16	C3
YLR034C	GFP(+)16	D3
YLR212C	GFP(+)16	E3
YDR316W	GFP(+)16	F3
YGR019W	GFP(+)16	G3
YGR108W	GFP(+)16	H3
YHR036W	GFP(+)16	A4
YMR223W	GFP(+)16	B4
YMR239C	GFP(+)16	C4
YEL047C	GFP(+)16	D4
YMR027W	GFP(+)16	E4
YOR198C	GFP(+)16	F4
YPR045C	GFP(+)16	G4
YDR473C	GFP(+)16	H4
YER081W	GFP(+)16	A5
YIL074C	GFP(+)16	B5
YJL146W	GFP(+)16	C5
YLR058C	GFP(+)16	D5
YBL056W	GFP(+)16	E5
YML102W	GFP(+)16	F5
YAR071W	GFP(+)16	G5
YBR092C	GFP(+)16	H5
YBR093C	GFP(+)16	A6
YEL040W	GFP(+)16	B6
YHR215W	GFP(+)16	C6
YKL145W	GFP(+)16	D6
YOR229W	GFP(+)16	E6
YPL083C	GFP(+)16	F6
YBL086C	GFP(+)16	G6
YCL037C	GFP(+)16	H6
YKL184W	GFP(+)16	A7
YDR219C	GFP(+)16	B7
YGL184C	GFP(+)16	C7
YGL256W	GFP(+)16	D7
YHL021C	GFP(+)16	E7
YHR146W	GFP(+)16	F7
YNL317W	GFP(+)16	G7
YPR152C	GFP(+)16	H7
YPR178W	GFP(+)16	A8
YER038C	GFP(+)16	B8
YER089C	GFP(+)16	C8
YMR293C	GFP(+)16	D8
YOR123C	GFP(+)16	E8
YDR148C	GFP(+)16	F8
YDR190C	GFP(+)16	G8
YGL111W	GFP(+)16	H8
YHR018C	GFP(+)16	A9
YKL143W	GFP(+)16	B9
YDL036C	GFP(+)16	C9
YDR023W	GFP(+)16	D9
YGR004W	GFP(+)16	E9
YKL194C	GFP(+)16	F9
YLR163C	GFP(+)16	G9
YML005W	GFP(+)16	H9
YMR111C	GFP(+)16	A10
YDR247W	GFP(+)16	B10
YLR005W	GFP(+)16	C10
YBL098W	GFP(+)16	D10
YCR005C	GFP(+)16	E10
YDR004W	GFP(+)16	F10
YER003C	GFP(+)16	G10
YLR210W	GFP(+)16	H10
YOR272W	GFP(+)16	A11
YPL139C	GFP(+)16	B11
YGL130W	GFP(+)16	C11
YGL219C	GFP(+)16	D11
YLR090W	GFP(+)16	E11
YNL309W	GFP(+)16	F11
YOL041C	GFP(+)16	G11
YOR056C	GFP(+)16	H11
YBL082C	GFP(+)16	A12
YBR118W	GFP(+)16	B12
YDL233W	GFP(+)16	C12
YDR254W	GFP(+)16	D12
YJL044C	GFP(+)16	E12
YPR080W	GFP(+)16	F12
YDL189W	GFP(+)16	G12
YJR062C	GFP(+)16	H12
YMR209C	GFP(+)17	A1
YDR363W	GFP(+)17	B1
YNL040W	GFP(+)17	C1
YOR323C	GFP(+)17	D1
YBR162C	GFP(+)17	E1
YDL091C	GFP(+)17	F1
YDL216C	GFP(+)17	G1
YDR364C	GFP(+)17	H1
YLR195C	GFP(+)17	A2
YMR135C	GFP(+)17	B2
YNL206C	GFP(+)17	C2
YOL072W	GFP(+)17	D2
YPL146C	GFP(+)17	E2
YDL161W	GFP(+)17	F2
YOR375C	GFP(+)17	G2
YPL245W	GFP(+)17	H2
YPR125W	GFP(+)17	A3
YBR095C	GFP(+)17	B3
YDR125C	GFP(+)17	C3
YDR229W	GFP(+)17	D3
YDR312W	GFP(+)17	E3
YHR066W	GFP(+)17	F3
YKL108W	GFP(+)17	G3
YLR231C	GFP(+)17	H3
YNL016W	GFP(+)17	A4
YOR197W	GFP(+)17	B4
YBR166C	GFP(+)17	C4
YGL194C	GFP(+)17	D4
YHL002W	GFP(+)17	E4
YJL155C	GFP(+)17	F4
YNL074C	GFP(+)17	G4
YPL049C	GFP(+)17	H4
YBR177C	GFP(+)17	A5
YKL106W	GFP(+)17	B5
YML097C	GFP(+)17	C5
YMR220W	GFP(+)17	D5
YOL069W	GFP(+)17	E5
YOR221C	GFP(+)17	F5
YPL151C	GFP(+)17	G5
YKL075C	GFP(+)17	H5
YKR042W	GFP(+)17	A6
YOR059C	GFP(+)17	B6
YER043C	GFP(+)17	C6
YKL046C	GFP(+)17	D6
YFR005C	GFP(+)17	E6
YKR003W	GFP(+)17	F6
YLR300W	GFP(+)17	G6
YNL166C	GFP(+)17	H6
YDR515W	GFP(+)17	A7
YKL027W	GFP(+)17	B7
YOL016C	GFP(+)17	C7
YOR025W	GFP(+)17	D7
YDL084W	GFP(+)17	E7
YFR014C	GFP(+)17	F7
YHR004C	GFP(+)17	G7
YHR011W	GFP(+)17	H7
YNR050C	GFP(+)17	A8
YPL133C	GFP(+)17	B8
YBR279W	GFP(+)17	C8
YDL147W	GFP(+)17	D8
YGL059W	GFP(+)17	E8
YOR244W	GFP(+)17	F8
YDR055W	GFP(+)17	G8
YDR165W	GFP(+)17	H8
YIL071C	GFP(+)17	A9
YJL060W	GFP(+)17	B9
YLR080W	GFP(+)17	C9
YMR268C	GFP(+)17	D9
YER152C	GFP(+)17	E9
YER178W	GFP(+)17	F9
YKR044W	GFP(+)17	G9
YMR208W	GFP(+)17	H9
YCR079W	GFP(+)17	A10
YDR370C	GFP(+)17	B10
YER061C	GFP(+)17	C10
YFL001W	GFP(+)17	D10
YBL046W	GFP(+)17	E10
YKL059C	GFP(+)17	F10
YMR062C	GFP(+)17	G10
YCL029C	GFP(+)17	H10
YDL044C	GFP(+)17	A11
YDL131W	GFP(+)17	B11
YDR170W-A	GFP(+)17	C11
YDR449C	GFP(+)17	D11
YGL164C	GFP(+)17	E11
YHR111W	GFP(+)17	F11
YOL059W	GFP(+)17	G11
YDR527W	GFP(+)17	H11
YGR252W	GFP(+)17	A12
YLR085C	GFP(+)17	B12
YBR143C	GFP(+)17	C12
YGR254W	GFP(+)17	D12
YHR174W	GFP(+)17	E12
YOR187W	GFP(+)17	F12
YOR230W	GFP(+)17	G12
YOR259C	GFP(+)17	H12
YBR236C	GFP(+)18	A1
YBR273C	GFP(+)18	B1
YIL135C	GFP(+)18	C1
YLL002W	GFP(+)18	D1
YLR203C	GFP(+)18	E1
YMR240C	GFP(+)18	F1
YPR163C	GFP(+)18	G1
YHR118C	GFP(+)18	H1
YLR113W	GFP(+)18	A2
YML051W	GFP(+)18	B2
YMR091C	GFP(+)18	C2
YOR110W	GFP(+)18	D2
YPR148C	GFP(+)18	E2
